表章項目_code,表章項目,人口及び人口増減_code,人口及び人口増減,男女別_code,男女別,人口_code,人口,全国・都道府県_code,全国・都道府県,時間軸（年間）_code,時間軸（年間）,unit,value
008,人口,204,人口,002,女,001,総人口,16000,富山県,2024001001,2024年10月1日現在,人,510690
008,人口,204,人口,002,女,001,総人口,17000,石川県,2023001001,2023年10月1日現在,人,570030
008,人口,204,人口,002,女,001,総人口,17000,石川県,2024001001,2024年10月1日現在,人,564060
008,人口,204,人口,002,女,001,総人口,18000,福井県,2023001001,2023年10月1日現在,人,380457
008,人口,204,人口,002,女,001,総人口,18000,福井県,2024001001,2024年10月1日現在,人,377296
008,人口,204,人口,002,女,001,総人口,19000,山梨県,2023001001,2023年10月1日現在,人,404426
008,人口,204,人口,002,女,001,総人口,19000,山梨県,2024001001,2024年10月1日現在,人,401622
008,人口,204,人口,002,女,001,総人口,20000,長野県,2023001001,2023年10月1日現在,人,1022562
008,人口,204,人口,002,女,001,総人口,20000,長野県,2024001001,2024年10月1日現在,人,1013942
008,人口,204,人口,002,女,001,総人口,21000,岐阜県,2023001001,2023年10月1日現在,人,993311
008,人口,204,人口,002,女,001,総人口,21000,岐阜県,2024001001,2024年10月1日現在,人,985203
008,人口,204,人口,002,女,001,総人口,22000,静岡県,2023001001,2023年10月1日現在,人,1801101
008,人口,204,人口,002,女,001,総人口,22000,静岡県,2024001001,2024年10月1日現在,人,1786894
008,人口,204,人口,002,女,001,総人口,23000,愛知県,2023001001,2023年10月1日現在,人,3750726
008,人口,204,人口,002,女,001,総人口,23000,愛知県,2024001001,2024年10月1日現在,人,3742402
008,人口,204,人口,002,女,001,総人口,24000,三重県,2023001001,2023年10月1日現在,人,882392
008,人口,204,人口,002,女,001,総人口,24000,三重県,2024001001,2024年10月1日現在,人,874028
008,人口,204,人口,002,女,001,総人口,25000,滋賀県,2023001001,2023年10月1日現在,人,712068
008,人口,204,人口,002,女,001,総人口,25000,滋賀県,2024001001,2024年10月1日現在,人,709672
008,人口,204,人口,002,女,001,総人口,26000,京都府,2023001001,2023年10月1日現在,人,1324931
008,人口,204,人口,002,女,001,総人口,26000,京都府,2024001001,2024年10月1日現在,人,1317416
008,人口,204,人口,002,女,001,総人口,27000,大阪府,2023001001,2023年10月1日現在,人,4571925
008,人口,204,人口,002,女,001,総人口,27000,大阪府,2024001001,2024年10月1日現在,人,4572326
008,人口,204,人口,002,女,001,総人口,28000,兵庫県,2023001001,2023年10月1日現在,人,2818834
008,人口,204,人口,002,女,001,総人口,28000,兵庫県,2024001001,2024年10月1日現在,人,2802491
008,人口,204,人口,002,女,001,総人口,29000,奈良県,2023001001,2023年10月1日現在,人,686247
008,人口,204,人口,002,女,001,総人口,29000,奈良県,2024001001,2024年10月1日現在,人,681096
008,人口,204,人口,002,女,001,総人口,30000,和歌山県,2023001001,2023年10月1日現在,人,471351
008,人口,204,人口,002,女,001,総人口,30000,和歌山県,2024001001,2024年10月1日現在,人,465050
008,人口,204,人口,002,女,001,総人口,31000,鳥取県,2023001001,2023年10月1日現在,人,280102
008,人口,204,人口,002,女,001,総人口,31000,鳥取県,2024001001,2024年10月1日現在,人,276902
008,人口,204,人口,002,女,001,総人口,32000,島根県,2023001001,2023年10月1日現在,人,335105
008,人口,204,人口,002,女,001,総人口,32000,島根県,2024001001,2024年10月1日現在,人,330954
008,人口,204,人口,002,女,001,総人口,33000,岡山県,2023001001,2023年10月1日現在,人,958188
008,人口,204,人口,002,女,001,総人口,33000,岡山県,2024001001,2024年10月1日現在,人,949649
008,人口,204,人口,002,女,001,総人口,34000,広島県,2023001001,2023年10月1日現在,人,1409345
008,人口,204,人口,002,女,001,総人口,34000,広島県,2024001001,2024年10月1日現在,人,1396401
008,人口,204,人口,002,女,001,総人口,35000,山口県,2023001001,2023年10月1日現在,人,680057
008,人口,204,人口,002,女,001,総人口,35000,山口県,2024001001,2024年10月1日現在,人,670844
008,人口,204,人口,002,女,001,総人口,36000,徳島県,2023001001,2023年10月1日現在,人,362522
008,人口,204,人口,002,女,001,総人口,36000,徳島県,2024001001,2024年10月1日現在,人,357517
008,人口,204,人口,002,女,001,総人口,37000,香川県,2023001001,2023年10月1日現在,人,477774
008,人口,204,人口,002,女,001,総人口,37000,香川県,2024001001,2024年10月1日現在,人,472845
008,人口,204,人口,002,女,001,総人口,38000,愛媛県,2023001001,2023年10月1日現在,人,678054
008,人口,204,人口,002,女,001,総人口,38000,愛媛県,2024001001,2024年10月1日現在,人,669129
008,人口,204,人口,002,女,001,総人口,39000,高知県,2023001001,2023年10月1日現在,人,350782
008,人口,204,人口,002,女,001,総人口,39000,高知県,2024001001,2024年10月1日現在,人,345076
008,人口,204,人口,002,女,001,総人口,40000,福岡県,2023001001,2023年10月1日現在,人,2684620
008,人口,204,人口,002,女,001,総人口,40000,福岡県,2024001001,2024年10月1日現在,人,2678419
008,人口,204,人口,002,女,001,総人口,41000,佐賀県,2023001001,2023年10月1日現在,人,417472
008,人口,204,人口,002,女,001,総人口,41000,佐賀県,2024001001,2024年10月1日現在,人,413824
008,人口,204,人口,002,女,001,総人口,42000,長崎県,2023001001,2023年10月1日現在,人,669645
008,人口,204,人口,002,女,001,総人口,42000,長崎県,2024001001,2024年10月1日現在,人,660760
008,人口,204,人口,002,女,001,総人口,43000,熊本県,2023001001,2023年10月1日現在,人,898151
008,人口,204,人口,002,女,001,総人口,43000,熊本県,2024001001,2024年10月1日現在,人,891284
008,人口,204,人口,002,女,001,総人口,44000,大分県,2023001001,2023年10月1日現在,人,574532
008,人口,204,人口,002,女,001,総人口,44000,大分県,2024001001,2024年10月1日現在,人,568421
008,人口,204,人口,002,女,001,総人口,45000,宮崎県,2023001001,2023年10月1日現在,人,549732
008,人口,204,人口,002,女,001,総人口,45000,宮崎県,2024001001,2024年10月1日現在,人,544610
008,人口,204,人口,002,女,001,総人口,46000,鹿児島県,2023001001,2023年10月1日現在,人,816702
008,人口,204,人口,002,女,001,総人口,46000,鹿児島県,2024001001,2024年10月1日現在,人,807277
008,人口,204,人口,002,女,001,総人口,47000,沖縄県,2023001001,2023年10月1日現在,人,745269
008,人口,204,人口,002,女,001,総人口,47000,沖縄県,2024001001,2024年10月1日現在,人,744433
008,人口,204,人口,002,女,002,日本人人口,00000,全国,2023001001,2023年10月1日現在,人,62291001
008,人口,204,人口,002,女,002,日本人人口,00000,全国,2024001001,2024年10月1日現在,人,61845668
008,人口,204,人口,002,女,002,日本人人口,01000,北海道,2023001001,2023年10月1日現在,人,2661003
008,人口,204,人口,002,女,002,日本人人口,01000,北海道,2024001001,2024年10月1日現在,人,2628918
008,人口,204,人口,002,女,002,日本人人口,02000,青森県,2023001001,2023年10月1日現在,人,621523
008,人口,204,人口,002,女,002,日本人人口,02000,青森県,2024001001,2024年10月1日現在,人,610959
008,人口,204,人口,002,女,002,日本人人口,03000,岩手県,2023001001,2023年10月1日現在,人,596197
008,人口,204,人口,002,女,002,日本人人口,03000,岩手県,2024001001,2024年10月1日現在,人,585670
008,人口,204,人口,002,女,002,日本人人口,04000,宮城県,2023001001,2023年10月1日現在,人,1146866
008,人口,204,人口,002,女,002,日本人人口,04000,宮城県,2024001001,2024年10月1日現在,人,1137181
008,人口,204,人口,002,女,002,日本人人口,05000,秋田県,2023001001,2023年10月1日現在,人,478802
008,人口,204,人口,002,女,002,日本人人口,05000,秋田県,2024001001,2024年10月1日現在,人,469183
008,人口,204,人口,002,女,002,日本人人口,06000,山形県,2023001001,2023年10月1日現在,人,523064
008,人口,204,人口,002,女,002,日本人人口,06000,山形県,2024001001,2024年10月1日現在,人,514293
008,人口,204,人口,002,女,002,日本人人口,07000,福島県,2023001001,2023年10月1日現在,人,885318
008,人口,204,人口,002,女,002,日本人人口,07000,福島県,2024001001,2024年10月1日現在,人,871935
008,人口,204,人口,002,女,002,日本人人口,08000,茨城県,2023001001,2023年10月1日現在,人,1374870
008,人口,204,人口,002,女,002,日本人人口,08000,茨城県,2024001001,2024年10月1日現在,人,1361749
008,人口,204,人口,002,女,002,日本人人口,09000,栃木県,2023001001,2023年10月1日現在,人,925430
008,人口,204,人口,002,女,002,日本人人口,09000,栃木県,2024001001,2024年10月1日現在,人,916053
008,人口,204,人口,002,女,002,日本人人口,10000,群馬県,2023001001,2023年10月1日現在,人,926349
008,人口,204,人口,002,女,002,日本人人口,10000,群馬県,2024001001,2024年10月1日現在,人,916501
008,人口,204,人口,002,女,002,日本人人口,11000,埼玉県,2023001001,2023年10月1日現在,人,3585645
008,人口,204,人口,002,女,002,日本人人口,11000,埼玉県,2024001001,2024年10月1日現在,人,3573973
008,人口,204,人口,002,女,002,日本人人口,12000,千葉県,2023001001,2023年10月1日現在,人,3068023
008,人口,204,人口,002,女,002,日本人人口,12000,千葉県,2024001001,2024年10月1日現在,人,3058546
008,人口,204,人口,002,女,002,日本人人口,13000,東京都,2023001001,2023年10月1日現在,人,6853756
008,人口,204,人口,002,女,002,日本人人口,13000,東京都,2024001001,2024年10月1日現在,人,6864121
008,人口,204,人口,002,女,002,日本人人口,14000,神奈川県,2023001001,2023年10月1日現在,人,4523367
008,人口,204,人口,002,女,002,日本人人口,14000,神奈川県,2024001001,2024年10月1日現在,人,4511546
008,人口,204,人口,002,女,002,日本人人口,15000,新潟県,2023001001,2023年10月1日現在,人,1081604
008,人口,204,人口,002,女,002,日本人人口,15000,新潟県,2024001001,2024年10月1日現在,人,1066096
008,人口,204,人口,002,女,002,日本人人口,16000,富山県,2023001001,2023年10月1日現在,人,506563
008,人口,204,人口,002,女,002,日本人人口,16000,富山県,2024001001,2024年10月1日現在,人,500074
008,人口,204,人口,002,女,002,日本人人口,17000,石川県,2023001001,2023年10月1日現在,人,562230
008,人口,204,人口,002,女,002,日本人人口,17000,石川県,2024001001,2024年10月1日現在,人,555749
008,人口,204,人口,002,女,002,日本人人口,18000,福井県,2023001001,2023年10月1日現在,人,372248
008,人口,204,人口,002,女,002,日本人人口,18000,福井県,2024001001,2024年10月1日現在,人,367818
008,人口,204,人口,002,女,002,日本人人口,19000,山梨県,2023001001,2023年10月1日現在,人,394306
008,人口,204,人口,002,女,002,日本人人口,19000,山梨県,2024001001,2024年10月1日現在,人,390571
008,人口,204,人口,002,女,002,日本人人口,20000,長野県,2023001001,2023年10月1日現在,人,1002021
008,人口,204,人口,002,女,002,日本人人口,20000,長野県,2024001001,2024年10月1日現在,人,991996
008,人口,204,人口,002,女,002,日本人人口,21000,岐阜県,2023001001,2023年10月1日現在,人,961429
008,人口,204,人口,002,女,002,日本人人口,21000,岐阜県,2024001001,2024年10月1日現在,人,950396
008,人口,204,人口,002,女,002,日本人人口,22000,静岡県,2023001001,2023年10月1日現在,人,1747734
008,人口,204,人口,002,女,002,日本人人口,22000,静岡県,2024001001,2024年10月1日現在,人,1729247
008,人口,204,人口,002,女,002,日本人人口,23000,愛知県,2023001001,2023年10月1日現在,人,3610982
008,人口,204,人口,002,女,002,日本人人口,23000,愛知県,2024001001,2024年10月1日現在,人,3594787
008,人口,204,人口,002,女,002,日本人人口,24000,三重県,2023001001,2023年10月1日現在,人,854907
008,人口,204,人口,002,女,002,日本人人口,24000,三重県,2024001001,2024年10月1日現在,人,844767
008,人口,204,人口,002,女,002,日本人人口,25000,滋賀県,2023001001,2023年10月1日現在,人,694275
008,人口,204,人口,002,女,002,日本人人口,25000,滋賀県,2024001001,2024年10月1日現在,人,691058
008,人口,204,人口,002,女,002,日本人人口,26000,京都府,2023001001,2023年10月1日現在,人,1290129
008,人口,204,人口,002,女,002,日本人人口,26000,京都府,2024001001,2024年10月1日現在,人,1278758
008,人口,204,人口,002,女,002,日本人人口,27000,大阪府,2023001001,2023年10月1日現在,人,4434869
008,人口,204,人口,002,女,002,日本人人口,27000,大阪府,2024001001,2024年10月1日現在,人,4421095
008,人口,204,人口,002,女,002,日本人人口,28000,兵庫県,2023001001,2023年10月1日現在,人,2757600
008,人口,204,人口,002,女,002,日本人人口,28000,兵庫県,2024001001,2024年10月1日現在,人,2736562
008,人口,204,人口,002,女,002,日本人人口,29000,奈良県,2023001001,2023年10月1日現在,人,677963
008,人口,204,人口,002,女,002,日本人人口,29000,奈良県,2024001001,2024年10月1日現在,人,671788
008,人口,204,人口,002,女,002,日本人人口,30000,和歌山県,2023001001,2023年10月1日現在,人,466790
008,人口,204,人口,002,女,002,日本人人口,30000,和歌山県,2024001001,2024年10月1日現在,人,459932
008,人口,204,人口,002,女,002,日本人人口,31000,鳥取県,2023001001,2023年10月1日現在,人,276821
008,人口,204,人口,002,女,002,日本人人口,31000,鳥取県,2024001001,2024年10月1日現在,人,273264
008,人口,204,人口,002,女,002,日本人人口,32000,島根県,2023001001,2023年10月1日現在,人,329877
008,人口,204,人口,002,女,002,日本人人口,32000,島根県,2024001001,2024年10月1日現在,人,325086
008,人口,204,人口,002,女,002,日本人人口,33000,岡山県,2023001001,2023年10月1日現在,人,941830
008,人口,204,人口,002,女,002,日本人人口,33000,岡山県,2024001001,2024年10月1日現在,人,932357
008,人口,204,人口,002,女,002,日本人人口,34000,広島県,2023001001,2023年10月1日現在,人,1383036
008,人口,204,人口,002,女,002,日本人人口,34000,広島県,2024001001,2024年10月1日現在,人,1368644
008,人口,204,人口,002,女,002,日本人人口,35000,山口県,2023001001,2023年10月1日現在,人,670893
008,人口,204,人口,002,女,002,日本人人口,35000,山口県,2024001001,2024年10月1日現在,人,660855
008,人口,204,人口,002,女,002,日本人人口,36000,徳島県,2023001001,2023年10月1日現在,人,358562
008,人口,204,人口,002,女,002,日本人人口,36000,徳島県,2024001001,2024年10月1日現在,人,352989
008,人口,204,人口,002,女,002,日本人人口,37000,香川県,2023001001,2023年10月1日現在,人,470414
008,人口,204,人口,002,女,002,日本人人口,37000,香川県,2024001001,2024年10月1日現在,人,464725
008,人口,204,人口,002,女,002,日本人人口,38000,愛媛県,2023001001,2023年10月1日現在,人,670959
008,人口,204,人口,002,女,002,日本人人口,38000,愛媛県,2024001001,2024年10月1日現在,人,661278
008,人口,204,人口,002,女,002,日本人人口,39000,高知県,2023001001,2023年10月1日現在,人,348149
008,人口,204,人口,002,女,002,日本人人口,39000,高知県,2024001001,2024年10月1日現在,人,342053
008,人口,204,人口,002,女,002,日本人人口,40000,福岡県,2023001001,2023年10月1日現在,人,2641612
008,人口,204,人口,002,女,002,日本人人口,40000,福岡県,2024001001,2024年10月1日現在,人,2630205
008,人口,204,人口,002,女,002,日本人人口,41000,佐賀県,2023001001,2023年10月1日現在,人,412342
008,人口,204,人口,002,女,002,日本人人口,41000,佐賀県,2024001001,2024年10月1日現在,人,407907
008,人口,204,人口,002,女,002,日本人人口,42000,長崎県,2023001001,2023年10月1日現在,人,663381
008,人口,204,人口,002,女,002,日本人人口,42000,長崎県,2024001001,2024年10月1日現在,人,653504
008,人口,204,人口,002,女,002,日本人人口,43000,熊本県,2023001001,2023年10月1日現在,人,885323
008,人口,204,人口,002,女,002,日本人人口,43000,熊本県,2024001001,2024年10月1日現在,人,876503
008,人口,204,人口,002,女,002,日本人人口,44000,大分県,2023001001,2023年10月1日現在,人,565955
008,人口,204,人口,002,女,002,日本人人口,44000,大分県,2024001001,2024年10月1日現在,人,558856
008,人口,204,人口,002,女,002,日本人人口,45000,宮崎県,2023001001,2023年10月1日現在,人,544185
008,人口,204,人口,002,女,002,日本人人口,45000,宮崎県,2024001001,2024年10月1日現在,人,537989
008,人口,204,人口,002,女,002,日本人人口,46000,鹿児島県,2023001001,2023年10月1日現在,人,807372
008,人口,204,人口,002,女,002,日本人人口,46000,鹿児島県,2024001001,2024年10月1日現在,人,796441
008,人口,204,人口,002,女,002,日本人人口,47000,沖縄県,2023001001,2023年10月1日現在,人,734427
008,人口,204,人口,002,女,002,日本人人口,47000,沖縄県,2024001001,2024年10月1日現在,人,731690
008,人口,207,自然増減,000,男女計,001,総人口,00000,全国,2023001011,2023年10月～2024年9月,人,-889970
008,人口,207,自然増減,000,男女計,001,総人口,01000,北海道,2023001011,2023年10月～2024年9月,人,-53482
008,人口,207,自然増減,000,男女計,001,総人口,02000,青森県,2023001011,2023年10月～2024年9月,人,-15352
008,人口,207,自然増減,000,男女計,001,総人口,03000,岩手県,2023001011,2023年10月～2024年9月,人,-14785
008,人口,207,自然増減,000,男女計,001,総人口,04000,宮城県,2023001011,2023年10月～2024年9月,人,-17177
008,人口,207,自然増減,000,男女計,001,総人口,05000,秋田県,2023001011,2023年10月～2024年9月,人,-14255
008,人口,207,自然増減,000,男女計,001,総人口,06000,山形県,2023001011,2023年10月～2024年9月,人,-12347
008,人口,207,自然増減,000,男女計,001,総人口,07000,福島県,2023001011,2023年10月～2024年9月,人,-19106
008,人口,207,自然増減,000,男女計,001,総人口,08000,茨城県,2023001011,2023年10月～2024年9月,人,-23925
008,人口,207,自然増減,000,男女計,001,総人口,09000,栃木県,2023001011,2023年10月～2024年9月,人,-15517
008,人口,207,自然増減,000,男女計,001,総人口,10000,群馬県,2023001011,2023年10月～2024年9月,人,-17189
008,人口,207,自然増減,000,男女計,001,総人口,11000,埼玉県,2023001011,2023年10月～2024年9月,人,-43391
008,人口,207,自然増減,000,男女計,001,総人口,12000,千葉県,2023001011,2023年10月～2024年9月,人,-38737
008,人口,207,自然増減,000,男女計,001,総人口,13000,東京都,2023001011,2023年10月～2024年9月,人,-52073
008,人口,207,自然増減,000,男女計,001,総人口,14000,神奈川県,2023001011,2023年10月～2024年9月,人,-47795
008,人口,207,自然増減,000,男女計,001,総人口,15000,新潟県,2023001011,2023年10月～2024年9月,人,-22999
008,人口,207,自然増減,000,男女計,001,総人口,16000,富山県,2023001011,2023年10月～2024年9月,人,-10027
008,人口,207,自然増減,000,男女計,001,総人口,17000,石川県,2023001011,2023年10月～2024年9月,人,-8830
008,人口,207,自然増減,000,男女計,001,総人口,18000,福井県,2023001011,2023年10月～2024年9月,人,-6027
008,人口,207,自然増減,000,男女計,001,総人口,19000,山梨県,2023001011,2023年10月～2024年9月,人,-6807
008,人口,207,自然増減,000,男女計,001,総人口,20000,長野県,2023001011,2023年10月～2024年9月,人,-18205
008,人口,207,自然増減,000,男女計,001,総人口,21000,岐阜県,2023001011,2023年10月～2024年9月,人,-15893
008,人口,207,自然増減,000,男女計,001,総人口,22000,静岡県,2023001011,2023年10月～2024年9月,人,-30302
008,人口,207,自然増減,000,男女計,001,総人口,23000,愛知県,2023001011,2023年10月～2024年9月,人,-34681
008,人口,207,自然増減,000,男女計,001,総人口,24000,三重県,2023001011,2023年10月～2024年9月,人,-14655
008,人口,207,自然増減,000,男女計,001,総人口,25000,滋賀県,2023001011,2023年10月～2024年9月,人,-6194
008,人口,207,自然増減,000,男女計,001,総人口,26000,京都府,2023001011,2023年10月～2024年9月,人,-18351
008,人口,207,自然増減,000,男女計,001,総人口,27000,大阪府,2023001011,2023年10月～2024年9月,人,-53560
008,人口,207,自然増減,000,男女計,001,総人口,28000,兵庫県,2023001011,2023年10月～2024年9月,人,-36101
008,人口,207,自然増減,000,男女計,001,総人口,29000,奈良県,2023001011,2023年10月～2024年9月,人,-10532
008,人口,207,自然増減,000,男女計,001,総人口,30000,和歌山県,2023001011,2023年10月～2024年9月,人,-10093
008,人口,207,自然増減,000,男女計,001,総人口,31000,鳥取県,2023001011,2023年10月～2024年9月,人,-4927
008,人口,207,自然増減,000,男女計,001,総人口,32000,島根県,2023001011,2023年10月～2024年9月,人,-6710
008,人口,207,自然増減,000,男女計,001,総人口,33000,岡山県,2023001011,2023年10月～2024年9月,人,-14607
008,人口,207,自然増減,000,男女計,001,総人口,34000,広島県,2023001011,2023年10月～2024年9月,人,-19819
008,人口,207,自然増減,000,男女計,001,総人口,35000,山口県,2023001011,2023年10月～2024年9月,人,-14514
008,人口,207,自然増減,000,男女計,001,総人口,36000,徳島県,2023001011,2023年10月～2024年9月,人,-7812
008,人口,207,自然増減,000,男女計,001,総人口,37000,香川県,2023001011,2023年10月～2024年9月,人,-8612
008,人口,207,自然増減,000,男女計,001,総人口,38000,愛媛県,2023001011,2023年10月～2024年9月,人,-13541
008,人口,207,自然増減,000,男女計,001,総人口,39000,高知県,2023001011,2023年10月～2024年9月,人,-8263
008,人口,207,自然増減,000,男女計,001,総人口,40000,福岡県,2023001011,2023年10月～2024年9月,人,-29904
008,人口,207,自然増減,000,男女計,001,総人口,41000,佐賀県,2023001011,2023年10月～2024年9月,人,-6387
008,人口,207,自然増減,000,男女計,001,総人口,42000,長崎県,2023001011,2023年10月～2024年9月,人,-12851
008,人口,207,自然増減,000,男女計,001,総人口,43000,熊本県,2023001011,2023年10月～2024年9月,人,-14036
008,人口,207,自然増減,000,男女計,001,総人口,44000,大分県,2023001011,2023年10月～2024年9月,人,-10757
008,人口,207,自然増減,000,男女計,001,総人口,45000,宮崎県,2023001011,2023年10月～2024年9月,人,-10240
008,人口,207,自然増減,000,男女計,001,総人口,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,-15263
008,人口,207,自然増減,000,男女計,001,総人口,47000,沖縄県,2023001011,2023年10月～2024年9月,人,-3339
008,人口,207,自然増減,000,男女計,002,日本人人口,00000,全国,2023001011,2023年10月～2024年9月,人,-902999
008,人口,207,自然増減,000,男女計,002,日本人人口,01000,北海道,2023001011,2023年10月～2024年9月,人,-53581
008,人口,207,自然増減,000,男女計,002,日本人人口,02000,青森県,2023001011,2023年10月～2024年9月,人,-15337
008,人口,207,自然増減,000,男女計,002,日本人人口,03000,岩手県,2023001011,2023年10月～2024年9月,人,-14788
008,人口,207,自然増減,000,男女計,002,日本人人口,04000,宮城県,2023001011,2023年10月～2024年9月,人,-17266
008,人口,207,自然増減,000,男女計,002,日本人人口,05000,秋田県,2023001011,2023年10月～2024年9月,人,-14251
008,人口,207,自然増減,000,男女計,002,日本人人口,06000,山形県,2023001011,2023年10月～2024年9月,人,-12349
008,人口,207,自然増減,000,男女計,002,日本人人口,07000,福島県,2023001011,2023年10月～2024年9月,人,-19150
008,人口,207,自然増減,000,男女計,002,日本人人口,08000,茨城県,2023001011,2023年10月～2024年9月,人,-24388
008,人口,207,自然増減,000,男女計,002,日本人人口,09000,栃木県,2023001011,2023年10月～2024年9月,人,-15787
008,人口,207,自然増減,000,男女計,002,日本人人口,10000,群馬県,2023001011,2023年10月～2024年9月,人,-17743
008,人口,207,自然増減,000,男女計,002,日本人人口,11000,埼玉県,2023001011,2023年10月～2024年9月,人,-45082
008,人口,207,自然増減,000,男女計,002,日本人人口,12000,千葉県,2023001011,2023年10月～2024年9月,人,-40119
008,人口,207,自然増減,000,男女計,002,日本人人口,13000,東京都,2023001011,2023年10月～2024年9月,人,-54761
008,人口,207,自然増減,000,男女計,002,日本人人口,14000,神奈川県,2023001011,2023年10月～2024年9月,人,-49149
008,人口,207,自然増減,000,男女計,002,日本人人口,15000,新潟県,2023001011,2023年10月～2024年9月,人,-23019
008,人口,207,自然増減,000,男女計,002,日本人人口,16000,富山県,2023001011,2023年10月～2024年9月,人,-10139
008,人口,207,自然増減,000,男女計,002,日本人人口,17000,石川県,2023001011,2023年10月～2024年9月,人,-8882
008,人口,207,自然増減,000,男女計,002,日本人人口,18000,福井県,2023001011,2023年10月～2024年9月,人,-6074
008,人口,207,自然増減,000,男女計,002,日本人人口,19000,山梨県,2023001011,2023年10月～2024年9月,人,-6868
008,人口,207,自然増減,000,男女計,002,日本人人口,20000,長野県,2023001011,2023年10月～2024年9月,人,-18284
008,人口,207,自然増減,000,男女計,002,日本人人口,21000,岐阜県,2023001011,2023年10月～2024年9月,人,-16243
008,人口,207,自然増減,000,男女計,002,日本人人口,22000,静岡県,2023001011,2023年10月～2024年9月,人,-30895
008,人口,207,自然増減,000,男女計,002,日本人人口,23000,愛知県,2023001011,2023年10月～2024年9月,人,-36496
008,人口,207,自然増減,000,男女計,002,日本人人口,24000,三重県,2023001011,2023年10月～2024年9月,人,-14981
008,人口,207,自然増減,000,男女計,002,日本人人口,25000,滋賀県,2023001011,2023年10月～2024年9月,人,-6356
008,人口,207,自然増減,000,男女計,002,日本人人口,26000,京都府,2023001011,2023年10月～2024年9月,人,-18219
008,人口,207,自然増減,000,男女計,002,日本人人口,27000,大阪府,2023001011,2023年10月～2024年9月,人,-53552
008,人口,207,自然増減,000,男女計,002,日本人人口,28000,兵庫県,2023001011,2023年10月～2024年9月,人,-36003
008,人口,207,自然増減,000,男女計,002,日本人人口,29000,奈良県,2023001011,2023年10月～2024年9月,人,-10536
008,人口,207,自然増減,000,男女計,002,日本人人口,30000,和歌山県,2023001011,2023年10月～2024年9月,人,-10071
008,人口,207,自然増減,000,男女計,002,日本人人口,31000,鳥取県,2023001011,2023年10月～2024年9月,人,-4929
008,人口,207,自然増減,000,男女計,002,日本人人口,32000,島根県,2023001011,2023年10月～2024年9月,人,-6793
008,人口,207,自然増減,000,男女計,002,日本人人口,33000,岡山県,2023001011,2023年10月～2024年9月,人,-14675
008,人口,207,自然増減,000,男女計,002,日本人人口,34000,広島県,2023001011,2023年10月～2024年9月,人,-19944
008,人口,207,自然増減,000,男女計,002,日本人人口,35000,山口県,2023001011,2023年10月～2024年9月,人,-14463
008,人口,207,自然増減,000,男女計,002,日本人人口,36000,徳島県,2023001011,2023年10月～2024年9月,人,-7833
008,人口,207,自然増減,000,男女計,002,日本人人口,37000,香川県,2023001011,2023年10月～2024年9月,人,-8664
008,人口,207,自然増減,000,男女計,002,日本人人口,38000,愛媛県,2023001011,2023年10月～2024年9月,人,-13570
008,人口,207,自然増減,000,男女計,002,日本人人口,39000,高知県,2023001011,2023年10月～2024年9月,人,-8256
008,人口,207,自然増減,000,男女計,002,日本人人口,40000,福岡県,2023001011,2023年10月～2024年9月,人,-30300
008,人口,207,自然増減,000,男女計,002,日本人人口,41000,佐賀県,2023001011,2023年10月～2024年9月,人,-6422
008,人口,207,自然増減,000,男女計,002,日本人人口,42000,長崎県,2023001011,2023年10月～2024年9月,人,-12890
008,人口,207,自然増減,000,男女計,002,日本人人口,43000,熊本県,2023001011,2023年10月～2024年9月,人,-14102
008,人口,207,自然増減,000,男女計,002,日本人人口,44000,大分県,2023001011,2023年10月～2024年9月,人,-10779
008,人口,207,自然増減,000,男女計,002,日本人人口,45000,宮崎県,2023001011,2023年10月～2024年9月,人,-10253
008,人口,207,自然増減,000,男女計,002,日本人人口,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,-15282
008,人口,207,自然増減,000,男女計,002,日本人人口,47000,沖縄県,2023001011,2023年10月～2024年9月,人,-3475
008,人口,207,自然増減,001,男,001,総人口,00000,全国,2023001011,2023年10月～2024年9月,人,-453065
008,人口,207,自然増減,001,男,001,総人口,01000,北海道,2023001011,2023年10月～2024年9月,人,-26139
008,人口,207,自然増減,001,男,001,総人口,02000,青森県,2023001011,2023年10月～2024年9月,人,-7459
008,人口,207,自然増減,001,男,001,総人口,03000,岩手県,2023001011,2023年10月～2024年9月,人,-7222
008,人口,207,自然増減,001,男,001,総人口,04000,宮城県,2023001011,2023年10月～2024年9月,人,-8603
008,人口,207,自然増減,001,男,001,総人口,05000,秋田県,2023001011,2023年10月～2024年9月,人,-6624
008,人口,207,自然増減,001,男,001,総人口,06000,山形県,2023001011,2023年10月～2024年9月,人,-5785
008,人口,207,自然増減,001,男,001,総人口,07000,福島県,2023001011,2023年10月～2024年9月,人,-9246
008,人口,207,自然増減,001,男,001,総人口,08000,茨城県,2023001011,2023年10月～2024年9月,人,-12789
008,人口,207,自然増減,001,男,001,総人口,09000,栃木県,2023001011,2023年10月～2024年9月,人,-8029
008,人口,207,自然増減,001,男,001,総人口,10000,群馬県,2023001011,2023年10月～2024年9月,人,-9130
008,人口,207,自然増減,001,男,001,総人口,11000,埼玉県,2023001011,2023年10月～2024年9月,人,-24692
