表章項目_code,表章項目,人口及び人口増減_code,人口及び人口増減,男女別_code,男女別,人口_code,人口,全国・都道府県_code,全国・都道府県,時間軸（年間）_code,時間軸（年間）,unit,value
008,人口,207,自然増減,002,女,002,日本人人口,09000,栃木県,2023001011,2023年10月～2024年9月,人,-7626
008,人口,207,自然増減,002,女,002,日本人人口,10000,群馬県,2023001011,2023年10月～2024年9月,人,-8349
008,人口,207,自然増減,002,女,002,日本人人口,11000,埼玉県,2023001011,2023年10月～2024年9月,人,-19515
008,人口,207,自然増減,002,女,002,日本人人口,12000,千葉県,2023001011,2023年10月～2024年9月,人,-17729
008,人口,207,自然増減,002,女,002,日本人人口,13000,東京都,2023001011,2023年10月～2024年9月,人,-25924
008,人口,207,自然増減,002,女,002,日本人人口,14000,神奈川県,2023001011,2023年10月～2024年9月,人,-22522
008,人口,207,自然増減,002,女,002,日本人人口,15000,新潟県,2023001011,2023年10月～2024年9月,人,-11728
008,人口,207,自然増減,002,女,002,日本人人口,16000,富山県,2023001011,2023年10月～2024年9月,人,-5249
008,人口,207,自然増減,002,女,002,日本人人口,17000,石川県,2023001011,2023年10月～2024年9月,人,-4578
008,人口,207,自然増減,002,女,002,日本人人口,18000,福井県,2023001011,2023年10月～2024年9月,人,-3217
008,人口,207,自然増減,002,女,002,日本人人口,19000,山梨県,2023001011,2023年10月～2024年9月,人,-3420
008,人口,207,自然増減,002,女,002,日本人人口,20000,長野県,2023001011,2023年10月～2024年9月,人,-9402
008,人口,207,自然増減,002,女,002,日本人人口,21000,岐阜県,2023001011,2023年10月～2024年9月,人,-8007
008,人口,207,自然増減,002,女,002,日本人人口,22000,静岡県,2023001011,2023年10月～2024年9月,人,-15071
008,人口,207,自然増減,002,女,002,日本人人口,23000,愛知県,2023001011,2023年10月～2024年9月,人,-16152
008,人口,207,自然増減,002,女,002,日本人人口,24000,三重県,2023001011,2023年10月～2024年9月,人,-7434
008,人口,207,自然増減,002,女,002,日本人人口,25000,滋賀県,2023001011,2023年10月～2024年9月,人,-3074
008,人口,207,自然増減,002,女,002,日本人人口,26000,京都府,2023001011,2023年10月～2024年9月,人,-9215
008,人口,207,自然増減,002,女,002,日本人人口,27000,大阪府,2023001011,2023年10月～2024年9月,人,-24378
008,人口,207,自然増減,002,女,002,日本人人口,28000,兵庫県,2023001011,2023年10月～2024年9月,人,-17717
008,人口,207,自然増減,002,女,002,日本人人口,29000,奈良県,2023001011,2023年10月～2024年9月,人,-5218
008,人口,207,自然増減,002,女,002,日本人人口,30000,和歌山県,2023001011,2023年10月～2024年9月,人,-5204
008,人口,207,自然増減,002,女,002,日本人人口,31000,鳥取県,2023001011,2023年10月～2024年9月,人,-2636
008,人口,207,自然増減,002,女,002,日本人人口,32000,島根県,2023001011,2023年10月～2024年9月,人,-3646
008,人口,207,自然増減,002,女,002,日本人人口,33000,岡山県,2023001011,2023年10月～2024年9月,人,-7413
008,人口,207,自然増減,002,女,002,日本人人口,34000,広島県,2023001011,2023年10月～2024年9月,人,-10215
008,人口,207,自然増減,002,女,002,日本人人口,35000,山口県,2023001011,2023年10月～2024年9月,人,-7716
008,人口,207,自然増減,002,女,002,日本人人口,36000,徳島県,2023001011,2023年10月～2024年9月,人,-4137
008,人口,207,自然増減,002,女,002,日本人人口,37000,香川県,2023001011,2023年10月～2024年9月,人,-4551
008,人口,207,自然増減,002,女,002,日本人人口,38000,愛媛県,2023001011,2023年10月～2024年9月,人,-7112
008,人口,207,自然増減,002,女,002,日本人人口,39000,高知県,2023001011,2023年10月～2024年9月,人,-4401
008,人口,207,自然増減,002,女,002,日本人人口,40000,福岡県,2023001011,2023年10月～2024年9月,人,-15760
008,人口,207,自然増減,002,女,002,日本人人口,41000,佐賀県,2023001011,2023年10月～2024年9月,人,-3428
008,人口,207,自然増減,002,女,002,日本人人口,42000,長崎県,2023001011,2023年10月～2024年9月,人,-6891
008,人口,207,自然増減,002,女,002,日本人人口,43000,熊本県,2023001011,2023年10月～2024年9月,人,-7588
008,人口,207,自然増減,002,女,002,日本人人口,44000,大分県,2023001011,2023年10月～2024年9月,人,-5693
008,人口,207,自然増減,002,女,002,日本人人口,45000,宮崎県,2023001011,2023年10月～2024年9月,人,-5302
008,人口,207,自然増減,002,女,002,日本人人口,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,-8001
008,人口,207,自然増減,002,女,002,日本人人口,47000,沖縄県,2023001011,2023年10月～2024年9月,人,-1360
008,人口,211,社会増減,000,男女計,001,総人口,00000,全国,2023001011,2023年10月～2024年9月,人,339843
008,人口,211,社会増減,000,男女計,001,総人口,01000,北海道,2023001011,2023年10月～2024年9月,人,4019
008,人口,211,社会増減,000,男女計,001,総人口,02000,青森県,2023001011,2023年10月～2024年9月,人,-4338
008,人口,211,社会増減,000,男女計,001,総人口,03000,岩手県,2023001011,2023年10月～2024年9月,人,-3467
008,人口,211,社会増減,000,男女計,001,総人口,04000,宮城県,2023001011,2023年10月～2024年9月,人,651
008,人口,211,社会増減,000,男女計,001,総人口,05000,秋田県,2023001011,2023年10月～2024年9月,人,-2811
008,人口,211,社会増減,000,男女計,001,総人口,06000,山形県,2023001011,2023年10月～2024年9月,人,-2952
008,人口,211,社会増減,000,男女計,001,総人口,07000,福島県,2023001011,2023年10月～2024年9月,人,-4687
008,人口,211,社会増減,000,男女計,001,総人口,08000,茨城県,2023001011,2023年10月～2024年9月,人,5708
008,人口,211,社会増減,000,男女計,001,総人口,09000,栃木県,2023001011,2023年10月～2024年9月,人,2919
008,人口,211,社会増減,000,男女計,001,総人口,10000,群馬県,2023001011,2023年10月～2024年9月,人,5316
008,人口,211,社会増減,000,男女計,001,総人口,11000,埼玉県,2023001011,2023年10月～2024年9月,人,43760
008,人口,211,社会増減,000,男女計,001,総人口,12000,千葉県,2023001011,2023年10月～2024年9月,人,33537
008,人口,211,社会増減,000,男女計,001,総人口,13000,東京都,2023001011,2023年10月～2024年9月,人,144456
008,人口,211,社会増減,000,男女計,001,総人口,14000,神奈川県,2023001011,2023年10月～2024年9月,人,43439
008,人口,211,社会増減,000,男女計,001,総人口,15000,新潟県,2023001011,2023年10月～2024年9月,人,-4434
008,人口,211,社会増減,000,男女計,001,総人口,16000,富山県,2023001011,2023年10月～2024年9月,人,-59
008,人口,211,社会増減,000,男女計,001,総人口,17000,石川県,2023001011,2023年10月～2024年9月,人,-2254
008,人口,211,社会増減,000,男女計,001,総人口,18000,福井県,2023001011,2023年10月～2024年9月,人,330
008,人口,211,社会増減,000,男女計,001,総人口,19000,山梨県,2023001011,2023年10月～2024年9月,人,1784
008,人口,211,社会増減,000,男女計,001,総人口,20000,長野県,2023001011,2023年10月～2024年9月,人,1323
008,人口,211,社会増減,000,男女計,001,総人口,21000,岐阜県,2023001011,2023年10月～2024年9月,人,305
008,人口,211,社会増減,000,男女計,001,総人口,22000,静岡県,2023001011,2023年10月～2024年9月,人,1972
008,人口,211,社会増減,000,男女計,001,総人口,23000,愛知県,2023001011,2023年10月～2024年9月,人,17734
008,人口,211,社会増減,000,男女計,001,総人口,24000,三重県,2023001011,2023年10月～2024年9月,人,-1594
008,人口,211,社会増減,000,男女計,001,総人口,25000,滋賀県,2023001011,2023年10月～2024年9月,人,1757
008,人口,211,社会増減,000,男女計,001,総人口,26000,京都府,2023001011,2023年10月～2024年9月,人,3228
008,人口,211,社会増減,000,男女計,001,総人口,27000,大阪府,2023001011,2023年10月～2024年9月,人,47578
008,人口,211,社会増減,000,男女計,001,総人口,28000,兵庫県,2023001011,2023年10月～2024年9月,人,3412
008,人口,211,社会増減,000,男女計,001,総人口,29000,奈良県,2023001011,2023年10月～2024年9月,人,231
008,人口,211,社会増減,000,男女計,001,総人口,30000,和歌山県,2023001011,2023年10月～2024年9月,人,-1896
008,人口,211,社会増減,000,男女計,001,総人口,31000,鳥取県,2023001011,2023年10月～2024年9月,人,-1286
008,人口,211,社会増減,000,男女計,001,総人口,32000,島根県,2023001011,2023年10月～2024年9月,人,-807
008,人口,211,社会増減,000,男女計,001,総人口,33000,岡山県,2023001011,2023年10月～2024年9月,人,-882
008,人口,211,社会増減,000,男女計,001,総人口,34000,広島県,2023001011,2023年10月～2024年9月,人,-3769
008,人口,211,社会増減,000,男女計,001,総人口,35000,山口県,2023001011,2023年10月～2024年9月,人,-1841
008,人口,211,社会増減,000,男女計,001,総人口,36000,徳島県,2023001011,2023年10月～2024年9月,人,-1661
008,人口,211,社会増減,000,男女計,001,総人口,37000,香川県,2023001011,2023年10月～2024年9月,人,-31
008,人口,211,社会増減,000,男女計,001,総人口,38000,愛媛県,2023001011,2023年10月～2024年9月,人,-2230
008,人口,211,社会増減,000,男女計,001,総人口,39000,高知県,2023001011,2023年10月～2024年9月,人,-2148
008,人口,211,社会増減,000,男女計,001,総人口,40000,福岡県,2023001011,2023年10月～2024年9月,人,19036
008,人口,211,社会増減,000,男女計,001,総人口,41000,佐賀県,2023001011,2023年10月～2024年9月,人,-115
008,人口,211,社会増減,000,男女計,001,総人口,42000,長崎県,2023001011,2023年10月～2024年9月,人,-2457
008,人口,211,社会増減,000,男女計,001,総人口,43000,熊本県,2023001011,2023年10月～2024年9月,人,2314
008,人口,211,社会増減,000,男女計,001,総人口,44000,大分県,2023001011,2023年10月～2024年9月,人,-157
008,人口,211,社会増減,000,男女計,001,総人口,45000,宮崎県,2023001011,2023年10月～2024年9月,人,990
008,人口,211,社会増減,000,男女計,001,総人口,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,-1745
008,人口,211,社会増減,000,男女計,001,総人口,47000,沖縄県,2023001011,2023年10月～2024年9月,人,1665
008,人口,211,社会増減,000,男女計,002,日本人人口,00000,全国,2023001011,2023年10月～2024年9月,人,-2341
008,人口,211,社会増減,000,男女計,002,日本人人口,01000,北海道,2023001011,2023年10月～2024年9月,人,-7035
008,人口,211,社会増減,000,男女計,002,日本人人口,02000,青森県,2023001011,2023年10月～2024年9月,人,-5192
008,人口,211,社会増減,000,男女計,002,日本人人口,03000,岩手県,2023001011,2023年10月～2024年9月,人,-5013
008,人口,211,社会増減,000,男女計,002,日本人人口,04000,宮城県,2023001011,2023年10月～2024年9月,人,-2500
008,人口,211,社会増減,000,男女計,002,日本人人口,05000,秋田県,2023001011,2023年10月～2024年9月,人,-3468
008,人口,211,社会増減,000,男女計,002,日本人人口,06000,山形県,2023001011,2023年10月～2024年9月,人,-4306
008,人口,211,社会増減,000,男女計,002,日本人人口,07000,福島県,2023001011,2023年10月～2024年9月,人,-7024
008,人口,211,社会増減,000,男女計,002,日本人人口,08000,茨城県,2023001011,2023年10月～2024年9月,人,-2924
008,人口,211,社会増減,000,男女計,002,日本人人口,09000,栃木県,2023001011,2023年10月～2024年9月,人,-2429
008,人口,211,社会増減,000,男女計,002,日本人人口,10000,群馬県,2023001011,2023年10月～2024年9月,人,-2621
008,人口,211,社会増減,000,男女計,002,日本人人口,11000,埼玉県,2023001011,2023年10月～2024年9月,人,14872
008,人口,211,社会増減,000,男女計,002,日本人人口,12000,千葉県,2023001011,2023年10月～2024年9月,人,14706
008,人口,211,社会増減,000,男女計,002,日本人人口,13000,東京都,2023001011,2023年10月～2024年9月,人,68133
008,人口,211,社会増減,000,男女計,002,日本人人口,14000,神奈川県,2023001011,2023年10月～2024年9月,人,20053
008,人口,211,社会増減,000,男女計,002,日本人人口,15000,新潟県,2023001011,2023年10月～2024年9月,人,-6804
008,人口,211,社会増減,000,男女計,002,日本人人口,16000,富山県,2023001011,2023年10月～2024年9月,人,-2174
008,人口,211,社会増減,000,男女計,002,日本人人口,17000,石川県,2023001011,2023年10月～2024年9月,人,-3603
008,人口,211,社会増減,000,男女計,002,日本人人口,18000,福井県,2023001011,2023年10月～2024年9月,人,-2249
008,人口,211,社会増減,000,男女計,002,日本人人口,19000,山梨県,2023001011,2023年10月～2024年9月,人,-553
008,人口,211,社会増減,000,男女計,002,日本人人口,20000,長野県,2023001011,2023年10月～2024年9月,人,-1470
008,人口,211,社会増減,000,男女計,002,日本人人口,21000,岐阜県,2023001011,2023年10月～2024年9月,人,-5614
008,人口,211,社会増減,000,男女計,002,日本人人口,22000,静岡県,2023001011,2023年10月～2024年9月,人,-7167
008,人口,211,社会増減,000,男女計,002,日本人人口,23000,愛知県,2023001011,2023年10月～2024年9月,人,689
008,人口,211,社会増減,000,男女計,002,日本人人口,24000,三重県,2023001011,2023年10月～2024年9月,人,-5560
008,人口,211,社会増減,000,男女計,002,日本人人口,25000,滋賀県,2023001011,2023年10月～2024年9月,人,-664
008,人口,211,社会増減,000,男女計,002,日本人人口,26000,京都府,2023001011,2023年10月～2024年9月,人,-5586
008,人口,211,社会増減,000,男女計,002,日本人人口,27000,大阪府,2023001011,2023年10月～2024年9月,人,17483
008,人口,211,社会増減,000,男女計,002,日本人人口,28000,兵庫県,2023001011,2023年10月～2024年9月,人,-7542
008,人口,211,社会増減,000,男女計,002,日本人人口,29000,奈良県,2023001011,2023年10月～2024年9月,人,-1908
008,人口,211,社会増減,000,男女計,002,日本人人口,30000,和歌山県,2023001011,2023年10月～2024年9月,人,-3091
008,人口,211,社会増減,000,男女計,002,日本人人口,31000,鳥取県,2023001011,2023年10月～2024年9月,人,-1932
008,人口,211,社会増減,000,男女計,002,日本人人口,32000,島根県,2023001011,2023年10月～2024年9月,人,-1968
008,人口,211,社会増減,000,男女計,002,日本人人口,33000,岡山県,2023001011,2023年10月～2024年9月,人,-3888
008,人口,211,社会増減,000,男女計,002,日本人人口,34000,広島県,2023001011,2023年10月～2024年9月,人,-7402
008,人口,211,社会増減,000,男女計,002,日本人人口,35000,山口県,2023001011,2023年10月～2024年9月,人,-4296
008,人口,211,社会増減,000,男女計,002,日本人人口,36000,徳島県,2023001011,2023年10月～2024年9月,人,-2617
008,人口,211,社会増減,000,男女計,002,日本人人口,37000,香川県,2023001011,2023年10月～2024年9月,人,-2178
008,人口,211,社会増減,000,男女計,002,日本人人口,38000,愛媛県,2023001011,2023年10月～2024年9月,人,-4406
008,人口,211,社会増減,000,男女計,002,日本人人口,39000,高知県,2023001011,2023年10月～2024年9月,人,-3030
008,人口,211,社会増減,000,男女計,002,日本人人口,40000,福岡県,2023001011,2023年10月～2024年9月,人,8467
008,人口,211,社会増減,000,男女計,002,日本人人口,41000,佐賀県,2023001011,2023年10月～2024年9月,人,-1795
008,人口,211,社会増減,000,男女計,002,日本人人口,42000,長崎県,2023001011,2023年10月～2024年9月,人,-4703
008,人口,211,社会増減,000,男女計,002,日本人人口,43000,熊本県,2023001011,2023年10月～2024年9月,人,-1613
008,人口,211,社会増減,000,男女計,002,日本人人口,44000,大分県,2023001011,2023年10月～2024年9月,人,-2456
008,人口,211,社会増減,000,男女計,002,日本人人口,45000,宮崎県,2023001011,2023年10月～2024年9月,人,-1161
008,人口,211,社会増減,000,男女計,002,日本人人口,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,-4553
008,人口,211,社会増減,000,男女計,002,日本人人口,47000,沖縄県,2023001011,2023年10月～2024年9月,人,-2249
008,人口,211,社会増減,001,男,001,総人口,00000,全国,2023001011,2023年10月～2024年9月,人,193311
008,人口,211,社会増減,001,男,001,総人口,01000,北海道,2023001011,2023年10月～2024年9月,人,3145
008,人口,211,社会増減,001,男,001,総人口,02000,青森県,2023001011,2023年10月～2024年9月,人,-1962
008,人口,211,社会増減,001,男,001,総人口,03000,岩手県,2023001011,2023年10月～2024年9月,人,-1215
008,人口,211,社会増減,001,男,001,総人口,04000,宮城県,2023001011,2023年10月～2024年9月,人,313
008,人口,211,社会増減,001,男,001,総人口,05000,秋田県,2023001011,2023年10月～2024年9月,人,-1097
008,人口,211,社会増減,001,男,001,総人口,06000,山形県,2023001011,2023年10月～2024年9月,人,-1440
008,人口,211,社会増減,001,男,001,総人口,07000,福島県,2023001011,2023年10月～2024年9月,人,-2224
008,人口,211,社会増減,001,男,001,総人口,08000,茨城県,2023001011,2023年10月～2024年9月,人,4222
008,人口,211,社会増減,001,男,001,総人口,09000,栃木県,2023001011,2023年10月～2024年9月,人,2520
008,人口,211,社会増減,001,男,001,総人口,10000,群馬県,2023001011,2023年10月～2024年9月,人,3825
008,人口,211,社会増減,001,男,001,総人口,11000,埼玉県,2023001011,2023年10月～2024年9月,人,24643
008,人口,211,社会増減,001,男,001,総人口,12000,千葉県,2023001011,2023年10月～2024年9月,人,16864
008,人口,211,社会増減,001,男,001,総人口,13000,東京都,2023001011,2023年10月～2024年9月,人,73713
008,人口,211,社会増減,001,男,001,総人口,14000,神奈川県,2023001011,2023年10月～2024年9月,人,23607
008,人口,211,社会増減,001,男,001,総人口,15000,新潟県,2023001011,2023年10月～2024年9月,人,-1675
008,人口,211,社会増減,001,男,001,総人口,16000,富山県,2023001011,2023年10月～2024年9月,人,387
008,人口,211,社会増減,001,男,001,総人口,17000,石川県,2023001011,2023年10月～2024年9月,人,-823
008,人口,211,社会増減,001,男,001,総人口,18000,福井県,2023001011,2023年10月～2024年9月,人,300
008,人口,211,社会増減,001,男,001,総人口,19000,山梨県,2023001011,2023年10月～2024年9月,人,1204
008,人口,211,社会増減,001,男,001,総人口,20000,長野県,2023001011,2023年10月～2024年9月,人,591
008,人口,211,社会増減,001,男,001,総人口,21000,岐阜県,2023001011,2023年10月～2024年9月,人,584
008,人口,211,社会増減,001,男,001,総人口,22000,静岡県,2023001011,2023年10月～2024年9月,人,1414
008,人口,211,社会増減,001,男,001,総人口,23000,愛知県,2023001011,2023年10月～2024年9月,人,10798
008,人口,211,社会増減,001,男,001,総人口,24000,三重県,2023001011,2023年10月～2024年9月,人,-510
008,人口,211,社会増減,001,男,001,総人口,25000,滋賀県,2023001011,2023年10月～2024年9月,人,1136
008,人口,211,社会増減,001,男,001,総人口,26000,京都府,2023001011,2023年10月～2024年9月,人,1472
008,人口,211,社会増減,001,男,001,総人口,27000,大阪府,2023001011,2023年10月～2024年9月,人,22886
008,人口,211,社会増減,001,男,001,総人口,28000,兵庫県,2023001011,2023年10月～2024年9月,人,2019
008,人口,211,社会増減,001,男,001,総人口,29000,奈良県,2023001011,2023年10月～2024年9月,人,171
008,人口,211,社会増減,001,男,001,総人口,30000,和歌山県,2023001011,2023年10月～2024年9月,人,-812
008,人口,211,社会増減,001,男,001,総人口,31000,鳥取県,2023001011,2023年10月～2024年9月,人,-720
008,人口,211,社会増減,001,男,001,総人口,32000,島根県,2023001011,2023年10月～2024年9月,人,-265
008,人口,211,社会増減,001,男,001,総人口,33000,岡山県,2023001011,2023年10月～2024年9月,人,267
008,人口,211,社会増減,001,男,001,総人口,34000,広島県,2023001011,2023年10月～2024年9月,人,-954
008,人口,211,社会増減,001,男,001,総人口,35000,山口県,2023001011,2023年10月～2024年9月,人,-365
008,人口,211,社会増減,001,男,001,総人口,36000,徳島県,2023001011,2023年10月～2024年9月,人,-782
008,人口,211,社会増減,001,男,001,総人口,37000,香川県,2023001011,2023年10月～2024年9月,人,377
008,人口,211,社会増減,001,男,001,総人口,38000,愛媛県,2023001011,2023年10月～2024年9月,人,-402
008,人口,211,社会増減,001,男,001,総人口,39000,高知県,2023001011,2023年10月～2024年9月,人,-849
008,人口,211,社会増減,001,男,001,総人口,40000,福岡県,2023001011,2023年10月～2024年9月,人,9665
008,人口,211,社会増減,001,男,001,総人口,41000,佐賀県,2023001011,2023年10月～2024年9月,人,122
008,人口,211,社会増減,001,男,001,総人口,42000,長崎県,2023001011,2023年10月～2024年9月,人,-446
008,人口,211,社会増減,001,男,001,総人口,43000,熊本県,2023001011,2023年10月～2024年9月,人,1626
008,人口,211,社会増減,001,男,001,総人口,44000,大分県,2023001011,2023年10月～2024年9月,人,271
008,人口,211,社会増減,001,男,001,総人口,45000,宮崎県,2023001011,2023年10月～2024年9月,人,817
008,人口,211,社会増減,001,男,001,総人口,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,-315
008,人口,211,社会増減,001,男,001,総人口,47000,沖縄県,2023001011,2023年10月～2024年9月,人,1208
008,人口,211,社会増減,001,男,002,日本人人口,00000,全国,2023001011,2023年10月～2024年9月,人,3167
008,人口,211,社会増減,001,男,002,日本人人口,01000,北海道,2023001011,2023年10月～2024年9月,人,-2339
008,人口,211,社会増減,001,男,002,日本人人口,02000,青森県,2023001011,2023年10月～2024年9月,人,-2515
008,人口,211,社会増減,001,男,002,日本人人口,03000,岩手県,2023001011,2023年10月～2024年9月,人,-2053
008,人口,211,社会増減,001,男,002,日本人人口,04000,宮城県,2023001011,2023年10月～2024年9月,人,-1426
008,人口,211,社会増減,001,男,002,日本人人口,05000,秋田県,2023001011,2023年10月～2024年9月,人,-1482
008,人口,211,社会増減,001,男,002,日本人人口,06000,山形県,2023001011,2023年10月～2024年9月,人,-2090
008,人口,211,社会増減,001,男,002,日本人人口,07000,福島県,2023001011,2023年10月～2024年9月,人,-3509
008,人口,211,社会増減,001,男,002,日本人人口,08000,茨城県,2023001011,2023年10月～2024年9月,人,-1109
008,人口,211,社会増減,001,男,002,日本人人口,09000,栃木県,2023001011,2023年10月～2024年9月,人,-646
008,人口,211,社会増減,001,男,002,日本人人口,10000,群馬県,2023001011,2023年10月～2024年9月,人,-973
008,人口,211,社会増減,001,男,002,日本人人口,11000,埼玉県,2023001011,2023年10月～2024年9月,人,7289
008,人口,211,社会増減,001,男,002,日本人人口,12000,千葉県,2023001011,2023年10月～2024年9月,人,6728
008,人口,211,社会増減,001,男,002,日本人人口,13000,東京都,2023001011,2023年10月～2024年9月,人,32603
008,人口,211,社会増減,001,男,002,日本人人口,14000,神奈川県,2023001011,2023年10月～2024年9月,人,9628
008,人口,211,社会増減,001,男,002,日本人人口,15000,新潟県,2023001011,2023年10月～2024年9月,人,-3038
008,人口,211,社会増減,001,男,002,日本人人口,16000,富山県,2023001011,2023年10月～2024年9月,人,-928
008,人口,211,社会増減,001,男,002,日本人人口,17000,石川県,2023001011,2023年10月～2024年9月,人,-1689
008,人口,211,社会増減,001,男,002,日本人人口,18000,福井県,2023001011,2023年10月～2024年9月,人,-1017
008,人口,211,社会増減,001,男,002,日本人人口,19000,山梨県,2023001011,2023年10月～2024年9月,人,-217
008,人口,211,社会増減,001,男,002,日本人人口,20000,長野県,2023001011,2023年10月～2024年9月,人,-808
008,人口,211,社会増減,001,男,002,日本人人口,21000,岐阜県,2023001011,2023年10月～2024年9月,人,-2554
008,人口,211,社会増減,001,男,002,日本人人口,22000,静岡県,2023001011,2023年10月～2024年9月,人,-3654
008,人口,211,社会増減,001,男,002,日本人人口,23000,愛知県,2023001011,2023年10月～2024年9月,人,1156
008,人口,211,社会増減,001,男,002,日本人人口,24000,三重県,2023001011,2023年10月～2024年9月,人,-2800
008,人口,211,社会増減,001,男,002,日本人人口,25000,滋賀県,2023001011,2023年10月～2024年9月,人,-472
008,人口,211,社会増減,001,男,002,日本人人口,26000,京都府,2023001011,2023年10月～2024年9月,人,-3319
008,人口,211,社会増減,001,男,002,日本人人口,27000,大阪府,2023001011,2023年10月～2024年9月,人,7460
008,人口,211,社会増減,001,男,002,日本人人口,28000,兵庫県,2023001011,2023年10月～2024年9月,人,-4078
008,人口,211,社会増減,001,男,002,日本人人口,29000,奈良県,2023001011,2023年10月～2024年9月,人,-924
008,人口,211,社会増減,001,男,002,日本人人口,30000,和歌山県,2023001011,2023年10月～2024年9月,人,-1433
008,人口,211,社会増減,001,男,002,日本人人口,31000,鳥取県,2023001011,2023年10月～2024年9月,人,-1007
008,人口,211,社会増減,001,男,002,日本人人口,32000,島根県,2023001011,2023年10月～2024年9月,人,-818
008,人口,211,社会増減,001,男,002,日本人人口,33000,岡山県,2023001011,2023年10月～2024年9月,人,-1807
008,人口,211,社会増減,001,男,002,日本人人口,34000,広島県,2023001011,2023年10月～2024年9月,人,-3184
008,人口,211,社会増減,001,男,002,日本人人口,35000,山口県,2023001011,2023年10月～2024年9月,人,-1962
008,人口,211,社会増減,001,男,002,日本人人口,36000,徳島県,2023001011,2023年10月～2024年9月,人,-1175
008,人口,211,社会増減,001,男,002,日本人人口,37000,香川県,2023001011,2023年10月～2024年9月,人,-1043
008,人口,211,社会増減,001,男,002,日本人人口,38000,愛媛県,2023001011,2023年10月～2024年9月,人,-1842
008,人口,211,社会増減,001,男,002,日本人人口,39000,高知県,2023001011,2023年10月～2024年9月,人,-1332
008,人口,211,社会増減,001,男,002,日本人人口,40000,福岡県,2023001011,2023年10月～2024年9月,人,4256
008,人口,211,社会増減,001,男,002,日本人人口,41000,佐賀県,2023001011,2023年10月～2024年9月,人,-788
008,人口,211,社会増減,001,男,002,日本人人口,42000,長崎県,2023001011,2023年10月～2024年9月,人,-1718
008,人口,211,社会増減,001,男,002,日本人人口,43000,熊本県,2023001011,2023年10月～2024年9月,人,-378
008,人口,211,社会増減,001,男,002,日本人人口,44000,大分県,2023001011,2023年10月～2024年9月,人,-1034
008,人口,211,社会増減,001,男,002,日本人人口,45000,宮崎県,2023001011,2023年10月～2024年9月,人,-271
008,人口,211,社会増減,001,男,002,日本人人口,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,-1631
008,人口,211,社会増減,001,男,002,日本人人口,47000,沖縄県,2023001011,2023年10月～2024年9月,人,-890
008,人口,211,社会増減,002,女,001,総人口,00000,全国,2023001011,2023年10月～2024年9月,人,146532
008,人口,211,社会増減,002,女,001,総人口,01000,北海道,2023001011,2023年10月～2024年9月,人,874
008,人口,211,社会増減,002,女,001,総人口,02000,青森県,2023001011,2023年10月～2024年9月,人,-2376
008,人口,211,社会増減,002,女,001,総人口,03000,岩手県,2023001011,2023年10月～2024年9月,人,-2252
008,人口,211,社会増減,002,女,001,総人口,04000,宮城県,2023001011,2023年10月～2024年9月,人,338
008,人口,211,社会増減,002,女,001,総人口,05000,秋田県,2023001011,2023年10月～2024年9月,人,-1714
008,人口,211,社会増減,002,女,001,総人口,06000,山形県,2023001011,2023年10月～2024年9月,人,-1512
008,人口,211,社会増減,002,女,001,総人口,07000,福島県,2023001011,2023年10月～2024年9月,人,-2463
008,人口,211,社会増減,002,女,001,総人口,08000,茨城県,2023001011,2023年10月～2024年9月,人,1486
008,人口,211,社会増減,002,女,001,総人口,09000,栃木県,2023001011,2023年10月～2024年9月,人,399
008,人口,211,社会増減,002,女,001,総人口,10000,群馬県,2023001011,2023年10月～2024年9月,人,1491
008,人口,211,社会増減,002,女,001,総人口,11000,埼玉県,2023001011,2023年10月～2024年9月,人,19117
008,人口,211,社会増減,002,女,001,総人口,12000,千葉県,2023001011,2023年10月～2024年9月,人,16673
008,人口,211,社会増減,002,女,001,総人口,13000,東京都,2023001011,2023年10月～2024年9月,人,70743
008,人口,211,社会増減,002,女,001,総人口,14000,神奈川県,2023001011,2023年10月～2024年9月,人,19832
008,人口,211,社会増減,002,女,001,総人口,15000,新潟県,2023001011,2023年10月～2024年9月,人,-2759
008,人口,211,社会増減,002,女,001,総人口,16000,富山県,2023001011,2023年10月～2024年9月,人,-446
008,人口,211,社会増減,002,女,001,総人口,17000,石川県,2023001011,2023年10月～2024年9月,人,-1431
008,人口,211,社会増減,002,女,001,総人口,18000,福井県,2023001011,2023年10月～2024年9月,人,30
008,人口,211,社会増減,002,女,001,総人口,19000,山梨県,2023001011,2023年10月～2024年9月,人,580
008,人口,211,社会増減,002,女,001,総人口,20000,長野県,2023001011,2023年10月～2024年9月,人,732
008,人口,211,社会増減,002,女,001,総人口,21000,岐阜県,2023001011,2023年10月～2024年9月,人,-279
008,人口,211,社会増減,002,女,001,総人口,22000,静岡県,2023001011,2023年10月～2024年9月,人,558
008,人口,211,社会増減,002,女,001,総人口,23000,愛知県,2023001011,2023年10月～2024年9月,人,6936
008,人口,211,社会増減,002,女,001,総人口,24000,三重県,2023001011,2023年10月～2024年9月,人,-1084
008,人口,211,社会増減,002,女,001,総人口,25000,滋賀県,2023001011,2023年10月～2024年9月,人,621
