単位_db_code,単位_db,表頭_集計項目_db_code,表頭_集計項目_db,表側_集計項目_db_code,表側_集計項目_db,都道府県_code,都道府県,時間軸_db_code,時間軸_db,unit,value
0101300,百万円,01040110,販売額等,01030100,販売額等,02000,青森県,2024001010,2024年10月,,3334
0101300,百万円,01040110,販売額等,01030100,販売額等,02000,青森県,2024001111,2024年11月,,3627
0101300,百万円,01040110,販売額等,01030100,販売額等,02000,青森県,2024001212,2024年12月,,4377
0101300,百万円,01040110,販売額等,01030100,販売額等,02000,青森県,2025000101,2025年1月,,2891
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2022000000,2022年,,44913
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2023000000,2023年,,43205
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000000,2024年,,42341
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2021100000,2021年度,,46018
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2022100000,2022年度,,44729
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2023100000,2023年度,,42685
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2023001012,2023年10～12月,,11355
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000103,2024年1～3月,,8588
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000406,2024年4～6月,,12264
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000709,2024年7～9月,,10503
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024001012,2024年10～12月,,10986
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2023001111,2023年11月,,3488
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2023001212,2023年12月,,4272
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000101,2024年1月,,2821
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000202,2024年2月,,2494
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000303,2024年3月,,3273
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000404,2024年4月,,4275
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000505,2024年5月,,4214
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000606,2024年6月,,3775
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000707,2024年7月,,3634
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000808,2024年8月,,3788
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024000909,2024年9月,,3081
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024001010,2024年10月,,3262
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024001111,2024年11月,,3430
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2024001212,2024年12月,,4294
0101300,百万円,01040110,販売額等,01030100,販売額等,03000,岩手県,2025000101,2025年1月,,2719
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2022000000,2022年,,72232
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2023000000,2023年,,69845
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000000,2024年,,68939
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2021100000,2021年度,,72719
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2022100000,2022年度,,71899
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2023100000,2023年度,,69388
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2023001012,2023年10～12月,,18183
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000103,2024年1～3月,,15163
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000406,2024年4～6月,,18771
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000709,2024年7～9月,,17109
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024001012,2024年10～12月,,17896
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2023001111,2023年11月,,5584
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2023001212,2023年12月,,6775
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000101,2024年1月,,5066
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000202,2024年2月,,4506
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000303,2024年3月,,5591
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000404,2024年4月,,6352
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000505,2024年5月,,6453
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000606,2024年6月,,5966
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000707,2024年7月,,5947
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000808,2024年8月,,5966
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000909,2024年9月,,5196
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024001010,2024年10月,,5505
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024001111,2024年11月,,5596
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024001212,2024年12月,,6795
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2025000101,2025年1月,,5132
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2022000000,2022年,,31878
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2023000000,2023年,,30900
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000000,2024年,,30325
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2021100000,2021年度,,32160
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2022100000,2022年度,,31868
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2023100000,2023年度,,30569
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2023001012,2023年10～12月,,8107
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000103,2024年1～3月,,5755
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000406,2024年4～6月,,9310
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000709,2024年7～9月,,7432
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024001012,2024年10～12月,,7828
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2023001111,2023年11月,,2581
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2023001212,2023年12月,,2882
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000101,2024年1月,,1825
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000202,2024年2月,,1653
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000303,2024年3月,,2277
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000404,2024年4月,,3345
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000505,2024年5月,,3195
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000606,2024年6月,,2770
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000707,2024年7月,,2546
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000808,2024年8月,,2673
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000909,2024年9月,,2213
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024001010,2024年10月,,2438
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024001111,2024年11月,,2522
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024001212,2024年12月,,2868
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2025000101,2025年1月,,1830
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2022000000,2022年,,36478
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2023000000,2023年,,34500
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000000,2024年,,33581
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2021100000,2021年度,,36005
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2022100000,2022年度,,36239
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2023100000,2023年度,,34119
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2023001012,2023年10～12月,,9322
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000103,2024年1～3月,,6442
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000406,2024年4～6月,,9901
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000709,2024年7～9月,,8181
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024001012,2024年10～12月,,9057
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2023001111,2023年11月,,2934
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2023001212,2023年12月,,3440
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000101,2024年1月,,2184
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000202,2024年2月,,1842
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000303,2024年3月,,2416
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000404,2024年4月,,3520
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000505,2024年5月,,3464
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000606,2024年6月,,2917
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000707,2024年7月,,2795
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000808,2024年8月,,2950
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000909,2024年9月,,2436
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024001010,2024年10月,,2792
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024001111,2024年11月,,2825
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024001212,2024年12月,,3440
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2025000101,2025年1月,,2098
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2022000000,2022年,,72018
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2023000000,2023年,,69318
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000000,2024年,,66571
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2021100000,2021年度,,72281
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2022100000,2022年度,,71354
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2023100000,2023年度,,68810
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2023001012,2023年10～12月,,18476
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000103,2024年1～3月,,14944
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000406,2024年4～6月,,18130
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000709,2024年7～9月,,16059
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024001012,2024年10～12月,,17438
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2023001111,2023年11月,,5718
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2023001212,2023年12月,,6934
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000101,2024年1月,,5095
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000202,2024年2月,,4451
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000303,2024年3月,,5398
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000404,2024年4月,,6229
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000505,2024年5月,,6125
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000606,2024年6月,,5776
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000707,2024年7月,,5649
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000808,2024年8月,,5614
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000909,2024年9月,,4796
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024001010,2024年10月,,5214
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024001111,2024年11月,,5484
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024001212,2024年12月,,6740
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2025000101,2025年1月,,4752
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2022000000,2022年,,133490
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2023000000,2023年,,133286
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000000,2024年,,136908
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2021100000,2021年度,,134695
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2022100000,2022年度,,132791
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2023100000,2023年度,,133976
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2023001012,2023年10～12月,,35187
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000103,2024年1～3月,,31666
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000406,2024年4～6月,,35811
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000709,2024年7～9月,,33306
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024001012,2024年10～12月,,36125
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2023001111,2023年11月,,11015
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2023001212,2023年12月,,13054
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000101,2024年1月,,10673
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000202,2024年2月,,9728
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000303,2024年3月,,11265
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000404,2024年4月,,12153
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000505,2024年5月,,12207
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000606,2024年6月,,11451
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000707,2024年7月,,11656
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000808,2024年8月,,11312
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000909,2024年9月,,10338
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024001010,2024年10月,,10946
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024001111,2024年11月,,11441
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024001212,2024年12月,,13738
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2025000101,2025年1月,,10787
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2022000000,2022年,,76074
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2023000000,2023年,,75769
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000000,2024年,,76185
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2021100000,2021年度,,76347
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2022100000,2022年度,,75737
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2023100000,2023年度,,76378
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2023001012,2023年10～12月,,19954
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000103,2024年1～3月,,18141
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000406,2024年4～6月,,19744
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000709,2024年7～9月,,18458
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024001012,2024年10～12月,,19842
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2023001111,2023年11月,,6068
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2023001212,2023年12月,,7578
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000101,2024年1月,,5926
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000202,2024年2月,,5597
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000303,2024年3月,,6618
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000404,2024年4月,,6582
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000505,2024年5月,,6774
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000606,2024年6月,,6388
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000707,2024年7月,,6466
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000808,2024年8月,,6402
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000909,2024年9月,,5590
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024001010,2024年10月,,6079
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024001111,2024年11月,,6103
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024001212,2024年12月,,7660
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2025000101,2025年1月,,5794
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2022000000,2022年,,88623
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2023000000,2023年,,91463
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000000,2024年,,93525
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2021100000,2021年度,,88080
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2022100000,2022年度,,88439
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2023100000,2023年度,,92736
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2023001012,2023年10～12月,,23779
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000103,2024年1～3月,,21685
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000406,2024年4～6月,,24801
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000709,2024年7～9月,,23370
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024001012,2024年10～12月,,23669
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2023001111,2023年11月,,7490
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2023001212,2023年12月,,8778
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000101,2024年1月,,7456
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000202,2024年2月,,6757
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000303,2024年3月,,7472
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000404,2024年4月,,8205
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000505,2024年5月,,8544
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000606,2024年6月,,8052
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000707,2024年7月,,8019
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000808,2024年8月,,8101
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000909,2024年9月,,7250
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024001010,2024年10月,,7319
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024001111,2024年11月,,7654
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024001212,2024年12月,,8696
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2025000101,2025年1月,,7423
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2022000000,2022年,,213616
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2023000000,2023年,,219947
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000000,2024年,,226719
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2021100000,2021年度,,215649
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2022100000,2022年度,,214444
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2023100000,2023年度,,221097
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2023001012,2023年10～12月,,58159
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000103,2024年1～3月,,50896
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000406,2024年4～6月,,58628
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000709,2024年7～9月,,56970
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024001012,2024年10～12月,,60225
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2023001111,2023年11月,,17854
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2023001212,2023年12月,,21884
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000101,2024年1月,,16449
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000202,2024年2月,,15574
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000303,2024年3月,,18873
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000404,2024年4月,,19588
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000505,2024年5月,,19819
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000606,2024年6月,,19221
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000707,2024年7月,,20001
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000808,2024年8月,,19371
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000909,2024年9月,,17598
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024001010,2024年10月,,18391
