表章項目_code,表章項目,出入国者_code,出入国者,入国・出国_code,入国・出国,港_code,港,時間軸(年次)_code,時間軸(年次),unit,value
140,出入国者,100,計,100,総数,50000,総数,2024000000,2024年,人,99345885
140,出入国者,100,計,100,総数,50000,総数,2023000000,2023年,人,70518341
140,出入国者,100,計,100,総数,50000,総数,2022000000,2022年,人,13526174
140,出入国者,100,計,100,総数,50000,総数,2021000000,2021年,人,1989263
140,出入国者,100,計,100,総数,50000,総数,2020000000,2020年,人,15956017
140,出入国者,100,計,100,総数,50000,総数,2019000000,2019年,人,102639127
140,出入国者,100,計,100,総数,50000,総数,2018000000,2018年,人,98196043
140,出入国者,100,計,100,総数,50000,総数,2017000000,2017年,人,90721860
140,出入国者,100,計,100,総数,50000,総数,2016000000,2016年,人,80774940
140,出入国者,100,計,100,総数,50000,総数,2015000000,2015年,人,71942963
140,出入国者,100,計,100,総数,50000,総数,2014000000,2014年,人,62233373
140,出入国者,100,計,100,総数,50000,総数,2013000000,2013年,人,57568798
140,出入国者,100,計,100,総数,50000,総数,2012000000,2012年,人,55441070
140,出入国者,100,計,100,総数,50000,総数,2011000000,2011年,人,48530738
140,出入国者,100,計,100,総数,50000,総数,2010000000,2010年,人,52426203
140,出入国者,100,計,100,総数,50000,総数,2009000000,2009年,人,46340290
140,出入国者,100,計,100,総数,50000,総数,2008000000,2008年,人,50407129
140,出入国者,100,計,100,総数,50000,総数,2007000000,2007年,人,52965394
140,出入国者,100,計,100,総数,50000,総数,2006000000,2006年,人,51380493
140,出入国者,100,計,100,総数,50000,総数,2005000000,2005年,人,49803437
140,出入国者,100,計,100,総数,50000,総数,2004000000,2004年,人,47348469
140,出入国者,100,計,100,総数,50000,総数,2003000000,2003年,人,38205567
140,出入国者,100,計,100,総数,50000,総数,2002000000,2002年,人,44651272
140,出入国者,100,計,100,総数,50000,総数,2001000000,2001年,人,43176983
140,出入国者,100,計,100,総数,50000,総数,2000000000,2000年,人,46131092
140,出入国者,100,計,100,総数,50000,総数,1999000000,1999年,人,42773321
140,出入国者,100,計,100,総数,50000,総数,1998000000,1998年,人,40898735
140,出入国者,100,計,100,総数,50000,総数,1997000000,1997年,人,43068787
140,出入国者,100,計,100,総数,50130,釧路,2024000000,2024年,人,8303
140,出入国者,100,計,100,総数,50130,釧路,2023000000,2023年,人,4753
140,出入国者,100,計,100,総数,50130,釧路,2022000000,2022年,人,2
140,出入国者,100,計,100,総数,50130,釧路,2021000000,2021年,人,2
140,出入国者,100,計,100,総数,50130,釧路,2020000000,2020年,人,10
140,出入国者,100,計,100,総数,50130,釧路,2019000000,2019年,人,12656
140,出入国者,100,計,100,総数,50130,釧路,2018000000,2018年,人,13124
140,出入国者,100,計,100,総数,50130,釧路,2017000000,2017年,人,18374
140,出入国者,100,計,100,総数,50130,釧路,2016000000,2016年,人,20458
140,出入国者,100,計,100,総数,50130,釧路,2015000000,2015年,人,10076
140,出入国者,100,計,100,総数,50130,釧路,2014000000,2014年,人,18657
140,出入国者,100,計,100,総数,50130,釧路,2013000000,2013年,人,6119
140,出入国者,100,計,100,総数,50130,釧路,2012000000,2012年,人,331
140,出入国者,100,計,100,総数,50130,釧路,2011000000,2011年,人,16
140,出入国者,100,計,100,総数,50130,釧路,2010000000,2010年,人,270
140,出入国者,100,計,100,総数,50130,釧路,2009000000,2009年,人,248
140,出入国者,100,計,100,総数,50130,釧路,2008000000,2008年,人,239
140,出入国者,100,計,100,総数,50130,釧路,2007000000,2007年,人,929
140,出入国者,100,計,100,総数,50130,釧路,2006000000,2006年,人,1162
140,出入国者,100,計,100,総数,50140,稚内,2024000000,2024年,人,142
140,出入国者,100,計,100,総数,50140,稚内,2023000000,2023年,人,115
140,出入国者,100,計,100,総数,50140,稚内,2022000000,2022年,人,9
140,出入国者,100,計,100,総数,50140,稚内,2021000000,2021年,人,99
140,出入国者,100,計,100,総数,50140,稚内,2020000000,2020年,人,11
140,出入国者,100,計,100,総数,50140,稚内,2019000000,2019年,人,280
140,出入国者,100,計,100,総数,50140,稚内,2018000000,2018年,人,839
140,出入国者,100,計,100,総数,50140,稚内,2017000000,2017年,人,1785
140,出入国者,100,計,100,総数,50140,稚内,2016000000,2016年,人,896
140,出入国者,100,計,100,総数,50140,稚内,2015000000,2015年,人,4266
140,出入国者,100,計,100,総数,50140,稚内,2014000000,2014年,人,4226
140,出入国者,100,計,100,総数,50140,稚内,2013000000,2013年,人,4474
140,出入国者,100,計,100,総数,50140,稚内,2012000000,2012年,人,3766
140,出入国者,100,計,100,総数,50140,稚内,2011000000,2011年,人,3394
140,出入国者,100,計,100,総数,50140,稚内,2010000000,2010年,人,4033
140,出入国者,100,計,100,総数,50140,稚内,2009000000,2009年,人,3925
140,出入国者,100,計,100,総数,50140,稚内,2008000000,2008年,人,4900
140,出入国者,100,計,100,総数,50140,稚内,2007000000,2007年,人,4203
140,出入国者,100,計,100,総数,50140,稚内,2006000000,2006年,人,5933
140,出入国者,100,計,100,総数,50145,沓形,2018000000,2018年,人,386
140,出入国者,100,計,100,総数,50145,沓形,2017000000,2017年,人,353
140,出入国者,100,計,100,総数,50145,沓形,2015000000,2015年,人,347
140,出入国者,100,計,100,総数,50145,沓形,2014000000,2014年,人,107
140,出入国者,100,計,100,総数,50145,沓形,2013000000,2013年,人,92
140,出入国者,100,計,100,総数,50150,根室,2019000000,2019年,人,718
140,出入国者,100,計,100,総数,50150,根室,2018000000,2018年,人,739
140,出入国者,100,計,100,総数,50150,根室,2017000000,2017年,人,766
140,出入国者,100,計,100,総数,50150,根室,2016000000,2016年,人,560
140,出入国者,100,計,100,総数,50150,根室,2015000000,2015年,人,598
140,出入国者,100,計,100,総数,50150,根室,2014000000,2014年,人,676
140,出入国者,100,計,100,総数,50150,根室,2013000000,2013年,人,652
140,出入国者,100,計,100,総数,50150,根室,2012000000,2012年,人,700
140,出入国者,100,計,100,総数,50150,根室,2011000000,2011年,人,681
140,出入国者,100,計,100,総数,50150,根室,2010000000,2010年,人,699
140,出入国者,100,計,100,総数,50150,根室,2009000000,2009年,人,700
140,出入国者,100,計,100,総数,50150,根室,2008000000,2008年,人,736
140,出入国者,100,計,100,総数,50150,根室,2007000000,2007年,人,628
140,出入国者,100,計,100,総数,50150,根室,2006000000,2006年,人,758
140,出入国者,100,計,100,総数,50160,小樽,2024000000,2024年,人,21663
140,出入国者,100,計,100,総数,50160,小樽,2023000000,2023年,人,11586
140,出入国者,100,計,100,総数,50160,小樽,2022000000,2022年,人,77
140,出入国者,100,計,100,総数,50160,小樽,2021000000,2021年,人,12
140,出入国者,100,計,100,総数,50160,小樽,2020000000,2020年,人,28
140,出入国者,100,計,100,総数,50160,小樽,2019000000,2019年,人,18850
140,出入国者,100,計,100,総数,50160,小樽,2018000000,2018年,人,15883
140,出入国者,100,計,100,総数,50160,小樽,2017000000,2017年,人,20621
140,出入国者,100,計,100,総数,50160,小樽,2016000000,2016年,人,22947
140,出入国者,100,計,100,総数,50160,小樽,2015000000,2015年,人,11414
140,出入国者,100,計,100,総数,50160,小樽,2014000000,2014年,人,35110
140,出入国者,100,計,100,総数,50160,小樽,2013000000,2013年,人,6757
140,出入国者,100,計,100,総数,50160,小樽,2012000000,2012年,人,5402
140,出入国者,100,計,100,総数,50160,小樽,2011000000,2011年,人,1498
140,出入国者,100,計,100,総数,50160,小樽,2010000000,2010年,人,4362
140,出入国者,100,計,100,総数,50160,小樽,2009000000,2009年,人,2475
140,出入国者,100,計,100,総数,50160,小樽,2008000000,2008年,人,3723
140,出入国者,100,計,100,総数,50160,小樽,2007000000,2007年,人,5389
140,出入国者,100,計,100,総数,50160,小樽,2006000000,2006年,人,7328
140,出入国者,100,計,100,総数,50170,室蘭,2024000000,2024年,人,7408
140,出入国者,100,計,100,総数,50170,室蘭,2023000000,2023年,人,4077
140,出入国者,100,計,100,総数,50170,室蘭,2022000000,2022年,人,1
140,出入国者,100,計,100,総数,50170,室蘭,2020000000,2020年,人,1
140,出入国者,100,計,100,総数,50170,室蘭,2019000000,2019年,人,1909
140,出入国者,100,計,100,総数,50170,室蘭,2018000000,2018年,人,4587
140,出入国者,100,計,100,総数,50170,室蘭,2017000000,2017年,人,2071
140,出入国者,100,計,100,総数,50170,室蘭,2016000000,2016年,人,200
140,出入国者,100,計,100,総数,50170,室蘭,2015000000,2015年,人,4
140,出入国者,100,計,100,総数,50170,室蘭,2014000000,2014年,人,2075
140,出入国者,100,計,100,総数,50170,室蘭,2013000000,2013年,人,65
140,出入国者,100,計,100,総数,50170,室蘭,2012000000,2012年,人,6769
140,出入国者,100,計,100,総数,50170,室蘭,2011000000,2011年,人,4907
140,出入国者,100,計,100,総数,50170,室蘭,2010000000,2010年,人,9806
140,出入国者,100,計,100,総数,50170,室蘭,2009000000,2009年,人,8521
140,出入国者,100,計,100,総数,50170,室蘭,2008000000,2008年,人,5833
140,出入国者,100,計,100,総数,50170,室蘭,2007000000,2007年,人,5197
140,出入国者,100,計,100,総数,50170,室蘭,2006000000,2006年,人,2617
140,出入国者,100,計,100,総数,50180,函館,2024000000,2024年,人,16091
140,出入国者,100,計,100,総数,50180,函館,2023000000,2023年,人,11555
140,出入国者,100,計,100,総数,50180,函館,2020000000,2020年,人,6
140,出入国者,100,計,100,総数,50180,函館,2019000000,2019年,人,12178
140,出入国者,100,計,100,総数,50180,函館,2018000000,2018年,人,5485
140,出入国者,100,計,100,総数,50180,函館,2017000000,2017年,人,2446
140,出入国者,100,計,100,総数,50180,函館,2016000000,2016年,人,3274
140,出入国者,100,計,100,総数,50180,函館,2015000000,2015年,人,3179
140,出入国者,100,計,100,総数,50180,函館,2014000000,2014年,人,480
140,出入国者,100,計,100,総数,50180,函館,2013000000,2013年,人,1188
140,出入国者,100,計,100,総数,50180,函館,2012000000,2012年,人,1293
140,出入国者,100,計,100,総数,50180,函館,2011000000,2011年,人,140
140,出入国者,100,計,100,総数,50180,函館,2010000000,2010年,人,2224
140,出入国者,100,計,100,総数,50180,函館,2009000000,2009年,人,2364
140,出入国者,100,計,100,総数,50180,函館,2008000000,2008年,人,2989
140,出入国者,100,計,100,総数,50180,函館,2007000000,2007年,人,2123
140,出入国者,100,計,100,総数,50180,函館,2006000000,2006年,人,399
140,出入国者,100,計,100,総数,50190,留萌,2018000000,2018年,人,96
140,出入国者,100,計,100,総数,50190,留萌,2017000000,2017年,人,4
140,出入国者,100,計,100,総数,50190,留萌,2016000000,2016年,人,8
140,出入国者,100,計,100,総数,50190,留萌,2014000000,2014年,人,9
140,出入国者,100,計,100,総数,50190,留萌,2011000000,2011年,人,3
140,出入国者,100,計,100,総数,50190,留萌,2007000000,2007年,人,6
140,出入国者,100,計,100,総数,50190,留萌,2006000000,2006年,人,102
140,出入国者,100,計,100,総数,50200,苫小牧,2024000000,2024年,人,24
140,出入国者,100,計,100,総数,50200,苫小牧,2023000000,2023年,人,8
140,出入国者,100,計,100,総数,50200,苫小牧,2022000000,2022年,人,2
140,出入国者,100,計,100,総数,50200,苫小牧,2021000000,2021年,人,4
140,出入国者,100,計,100,総数,50200,苫小牧,2020000000,2020年,人,6
140,出入国者,100,計,100,総数,50200,苫小牧,2019000000,2019年,人,129
140,出入国者,100,計,100,総数,50200,苫小牧,2018000000,2018年,人,32
140,出入国者,100,計,100,総数,50200,苫小牧,2017000000,2017年,人,35
140,出入国者,100,計,100,総数,50200,苫小牧,2016000000,2016年,人,79
140,出入国者,100,計,100,総数,50200,苫小牧,2015000000,2015年,人,336
140,出入国者,100,計,100,総数,50200,苫小牧,2014000000,2014年,人,18
140,出入国者,100,計,100,総数,50200,苫小牧,2013000000,2013年,人,6
140,出入国者,100,計,100,総数,50200,苫小牧,2012000000,2012年,人,26
140,出入国者,100,計,100,総数,50200,苫小牧,2011000000,2011年,人,625
140,出入国者,100,計,100,総数,50200,苫小牧,2010000000,2010年,人,16
140,出入国者,100,計,100,総数,50200,苫小牧,2009000000,2009年,人,128
140,出入国者,100,計,100,総数,50200,苫小牧,2008000000,2008年,人,27
140,出入国者,100,計,100,総数,50200,苫小牧,2007000000,2007年,人,23
140,出入国者,100,計,100,総数,50200,苫小牧,2006000000,2006年,人,32
140,出入国者,100,計,100,総数,50205,丘珠(空港),2015000000,2015年,人,62
140,出入国者,100,計,100,総数,50210,新千歳(空港),2024000000,2024年,人,3532062
140,出入国者,100,計,100,総数,50210,新千歳(空港),2023000000,2023年,人,2567316
140,出入国者,100,計,100,総数,50210,新千歳(空港),2022000000,2022年,人,257382
140,出入国者,100,計,100,総数,50210,新千歳(空港),2021000000,2021年,人,25
140,出入国者,100,計,100,総数,50210,新千歳(空港),2020000000,2020年,人,634400
140,出入国者,100,計,100,総数,50210,新千歳(空港),2019000000,2019年,人,3866509
140,出入国者,100,計,100,総数,50210,新千歳(空港),2018000000,2018年,人,3725840
140,出入国者,100,計,100,総数,50210,新千歳(空港),2017000000,2017年,人,3290366
140,出入国者,100,計,100,総数,50210,新千歳(空港),2016000000,2016年,人,2579923
140,出入国者,100,計,100,総数,50210,新千歳(空港),2015000000,2015年,人,2112737
140,出入国者,100,計,100,総数,50210,新千歳(空港),2014000000,2014年,人,1553152
140,出入国者,100,計,100,総数,50210,新千歳(空港),2013000000,2013年,人,1277473
140,出入国者,100,計,100,総数,50210,新千歳(空港),2012000000,2012年,人,1084360
140,出入国者,100,計,100,総数,50210,新千歳(空港),2011000000,2011年,人,841966
140,出入国者,100,計,100,総数,50210,新千歳(空港),2010000000,2010年,人,947474
140,出入国者,100,計,100,総数,50210,新千歳(空港),2009000000,2009年,人,795723
140,出入国者,100,計,100,総数,50210,新千歳(空港),2008000000,2008年,人,797483
140,出入国者,100,計,100,総数,50210,新千歳(空港),2007000000,2007年,人,801859
140,出入国者,100,計,100,総数,50210,新千歳(空港),2006000000,2006年,人,749324
140,出入国者,100,計,100,総数,50220,網走,2019000000,2019年,人,100
140,出入国者,100,計,100,総数,50220,網走,2018000000,2018年,人,79
140,出入国者,100,計,100,総数,50220,網走,2017000000,2017年,人,2785
140,出入国者,100,計,100,総数,50220,網走,2016000000,2016年,人,720
140,出入国者,100,計,100,総数,50220,網走,2015000000,2015年,人,2658
140,出入国者,100,計,100,総数,50220,網走,2014000000,2014年,人,10637
140,出入国者,100,計,100,総数,50220,網走,2012000000,2012年,人,792
140,出入国者,100,計,100,総数,50220,網走,2010000000,2010年,人,1161
140,出入国者,100,計,100,総数,50220,網走,2007000000,2007年,人,698
140,出入国者,100,計,100,総数,50220,網走,2006000000,2006年,人,769
140,出入国者,100,計,100,総数,50230,花咲,2024000000,2024年,人,1
140,出入国者,100,計,100,総数,50230,花咲,2022000000,2022年,人,6
140,出入国者,100,計,100,総数,50230,花咲,2021000000,2021年,人,6
140,出入国者,100,計,100,総数,50230,花咲,2020000000,2020年,人,4
140,出入国者,100,計,100,総数,50230,花咲,2019000000,2019年,人,6
140,出入国者,100,計,100,総数,50230,花咲,2018000000,2018年,人,3
140,出入国者,100,計,100,総数,50230,花咲,2017000000,2017年,人,1
140,出入国者,100,計,100,総数,50230,花咲,2016000000,2016年,人,2
140,出入国者,100,計,100,総数,50230,花咲,2015000000,2015年,人,3
140,出入国者,100,計,100,総数,50230,花咲,2014000000,2014年,人,3
140,出入国者,100,計,100,総数,50230,花咲,2013000000,2013年,人,5
140,出入国者,100,計,100,総数,50230,花咲,2008000000,2008年,人,3
140,出入国者,100,計,100,総数,50230,花咲,2007000000,2007年,人,28
140,出入国者,100,計,100,総数,50230,花咲,2006000000,2006年,人,21
140,出入国者,100,計,100,総数,50240,紋別,2019000000,2019年,人,2
140,出入国者,100,計,100,総数,50240,紋別,2017000000,2017年,人,12
140,出入国者,100,計,100,総数,50240,紋別,2014000000,2014年,人,12
140,出入国者,100,計,100,総数,50240,紋別,2013000000,2013年,人,15
140,出入国者,100,計,100,総数,50240,紋別,2012000000,2012年,人,23
140,出入国者,100,計,100,総数,50240,紋別,2011000000,2011年,人,3
140,出入国者,100,計,100,総数,50240,紋別,2010000000,2010年,人,16
140,出入国者,100,計,100,総数,50240,紋別,2009000000,2009年,人,19
140,出入国者,100,計,100,総数,50240,紋別,2008000000,2008年,人,15
140,出入国者,100,計,100,総数,50240,紋別,2007000000,2007年,人,23
140,出入国者,100,計,100,総数,50240,紋別,2006000000,2006年,人,13
140,出入国者,100,計,100,総数,50245,紋別(空港),2012000000,2012年,人,1
140,出入国者,100,計,100,総数,50250,函館(空港),2024000000,2024年,人,166846
140,出入国者,100,計,100,総数,50250,函館(空港),2023000000,2023年,人,52527
140,出入国者,100,計,100,総数,50250,函館(空港),2022000000,2022年,人,3
140,出入国者,100,計,100,総数,50250,函館(空港),2020000000,2020年,人,26580
140,出入国者,100,計,100,総数,50250,函館(空港),2019000000,2019年,人,169215
140,出入国者,100,計,100,総数,50250,函館(空港),2018000000,2018年,人,182691
140,出入国者,100,計,100,総数,50250,函館(空港),2017000000,2017年,人,198991
140,出入国者,100,計,100,総数,50250,函館(空港),2016000000,2016年,人,202094
140,出入国者,100,計,100,総数,50250,函館(空港),2015000000,2015年,人,206008
140,出入国者,100,計,100,総数,50250,函館(空港),2014000000,2014年,人,162985
140,出入国者,100,計,100,総数,50250,函館(空港),2013000000,2013年,人,126979
140,出入国者,100,計,100,総数,50250,函館(空港),2012000000,2012年,人,68820
140,出入国者,100,計,100,総数,50250,函館(空港),2011000000,2011年,人,43311
140,出入国者,100,計,100,総数,50250,函館(空港),2010000000,2010年,人,80408
140,出入国者,100,計,100,総数,50250,函館(空港),2009000000,2009年,人,67596
140,出入国者,100,計,100,総数,50250,函館(空港),2008000000,2008年,人,125192
140,出入国者,100,計,100,総数,50250,函館(空港),2007000000,2007年,人,129737
140,出入国者,100,計,100,総数,50250,函館(空港),2006000000,2006年,人,124131
140,出入国者,100,計,100,総数,50260,釧路(空港),2024000000,2024年,人,1177
140,出入国者,100,計,100,総数,50260,釧路(空港),2023000000,2023年,人,13
140,出入国者,100,計,100,総数,50260,釧路(空港),2019000000,2019年,人,795
140,出入国者,100,計,100,総数,50260,釧路(空港),2018000000,2018年,人,1109
140,出入国者,100,計,100,総数,50260,釧路(空港),2017000000,2017年,人,547
140,出入国者,100,計,100,総数,50260,釧路(空港),2016000000,2016年,人,3389
140,出入国者,100,計,100,総数,50260,釧路(空港),2015000000,2015年,人,4832
140,出入国者,100,計,100,総数,50260,釧路(空港),2014000000,2014年,人,10892
140,出入国者,100,計,100,総数,50260,釧路(空港),2013000000,2013年,人,20916
140,出入国者,100,計,100,総数,50260,釧路(空港),2012000000,2012年,人,13094
140,出入国者,100,計,100,総数,50260,釧路(空港),2011000000,2011年,人,7015
140,出入国者,100,計,100,総数,50260,釧路(空港),2010000000,2010年,人,16935
140,出入国者,100,計,100,総数,50260,釧路(空港),2009000000,2009年,人,15188
140,出入国者,100,計,100,総数,50260,釧路(空港),2008000000,2008年,人,21731
140,出入国者,100,計,100,総数,50260,釧路(空港),2007000000,2007年,人,29721
140,出入国者,100,計,100,総数,50260,釧路(空港),2006000000,2006年,人,32997
140,出入国者,100,計,100,総数,50270,帯広(空港),2024000000,2024年,人,744
140,出入国者,100,計,100,総数,50270,帯広(空港),2020000000,2020年,人,511
140,出入国者,100,計,100,総数,50270,帯広(空港),2019000000,2019年,人,614
140,出入国者,100,計,100,総数,50270,帯広(空港),2018000000,2018年,人,2556
140,出入国者,100,計,100,総数,50270,帯広(空港),2017000000,2017年,人,7486
140,出入国者,100,計,100,総数,50270,帯広(空港),2016000000,2016年,人,7697
140,出入国者,100,計,100,総数,50270,帯広(空港),2015000000,2015年,人,1185
140,出入国者,100,計,100,総数,50270,帯広(空港),2014000000,2014年,人,4241
140,出入国者,100,計,100,総数,50270,帯広(空港),2013000000,2013年,人,15533
140,出入国者,100,計,100,総数,50270,帯広(空港),2012000000,2012年,人,21454
140,出入国者,100,計,100,総数,50270,帯広(空港),2011000000,2011年,人,4045
140,出入国者,100,計,100,総数,50270,帯広(空港),2010000000,2010年,人,2534
140,出入国者,100,計,100,総数,50270,帯広(空港),2009000000,2009年,人,7736
140,出入国者,100,計,100,総数,50270,帯広(空港),2008000000,2008年,人,34757
140,出入国者,100,計,100,総数,50270,帯広(空港),2007000000,2007年,人,40110
140,出入国者,100,計,100,総数,50270,帯広(空港),2006000000,2006年,人,34590
140,出入国者,100,計,100,総数,50280,石狩湾,2019000000,2019年,人,19
140,出入国者,100,計,100,総数,50280,石狩湾,2018000000,2018年,人,2
140,出入国者,100,計,100,総数,50280,石狩湾,2017000000,2017年,人,1
140,出入国者,100,計,100,総数,50280,石狩湾,2016000000,2016年,人,4
140,出入国者,100,計,100,総数,50280,石狩湾,2014000000,2014年,人,1
140,出入国者,100,計,100,総数,50280,石狩湾,2013000000,2013年,人,9
140,出入国者,100,計,100,総数,50280,石狩湾,2012000000,2012年,人,41
140,出入国者,100,計,100,総数,50280,石狩湾,2011000000,2011年,人,6
140,出入国者,100,計,100,総数,50280,石狩湾,2010000000,2010年,人,1
140,出入国者,100,計,100,総数,50280,石狩湾,2009000000,2009年,人,5
140,出入国者,100,計,100,総数,50280,石狩湾,2008000000,2008年,人,10
140,出入国者,100,計,100,総数,50280,石狩湾,2007000000,2007年,人,6
140,出入国者,100,計,100,総数,50280,石狩湾,2006000000,2006年,人,61
140,出入国者,100,計,100,総数,50290,女満別(空港),2024000000,2024年,人,8
140,出入国者,100,計,100,総数,50290,女満別(空港),2019000000,2019年,人,1958
140,出入国者,100,計,100,総数,50290,女満別(空港),2018000000,2018年,人,1005
140,出入国者,100,計,100,総数,50290,女満別(空港),2017000000,2017年,人,3
140,出入国者,100,計,100,総数,50290,女満別(空港),2016000000,2016年,人,392
140,出入国者,100,計,100,総数,50290,女満別(空港),2015000000,2015年,人,1131
140,出入国者,100,計,100,総数,50290,女満別(空港),2014000000,2014年,人,1154
140,出入国者,100,計,100,総数,50290,女満別(空港),2012000000,2012年,人,1148
140,出入国者,100,計,100,総数,50290,女満別(空港),2011000000,2011年,人,591
140,出入国者,100,計,100,総数,50290,女満別(空港),2010000000,2010年,人,1304
140,出入国者,100,計,100,総数,50290,女満別(空港),2009000000,2009年,人,356
140,出入国者,100,計,100,総数,50290,女満別(空港),2008000000,2008年,人,13167
140,出入国者,100,計,100,総数,50290,女満別(空港),2007000000,2007年,人,10020
140,出入国者,100,計,100,総数,50290,女満別(空港),2006000000,2006年,人,12019
140,出入国者,100,計,100,総数,50300,旭川(空港),2024000000,2024年,人,38393
140,出入国者,100,計,100,総数,50300,旭川(空港),2023000000,2023年,人,24133
140,出入国者,100,計,100,総数,50300,旭川(空港),2022000000,2022年,人,5
140,出入国者,100,計,100,総数,50300,旭川(空港),2020000000,2020年,人,7252
140,出入国者,100,計,100,総数,50300,旭川(空港),2019000000,2019年,人,49951
140,出入国者,100,計,100,総数,50300,旭川(空港),2018000000,2018年,人,58160
140,出入国者,100,計,100,総数,50300,旭川(空港),2017000000,2017年,人,63551
140,出入国者,100,計,100,総数,50300,旭川(空港),2016000000,2016年,人,152498
140,出入国者,100,計,100,総数,50300,旭川(空港),2015000000,2015年,人,182669
140,出入国者,100,計,100,総数,50300,旭川(空港),2014000000,2014年,人,144265
140,出入国者,100,計,100,総数,50300,旭川(空港),2013000000,2013年,人,86676
140,出入国者,100,計,100,総数,50300,旭川(空港),2012000000,2012年,人,41639
140,出入国者,100,計,100,総数,50300,旭川(空港),2011000000,2011年,人,40011
140,出入国者,100,計,100,総数,50300,旭川(空港),2010000000,2010年,人,72160
140,出入国者,100,計,100,総数,50300,旭川(空港),2009000000,2009年,人,42500
140,出入国者,100,計,100,総数,50300,旭川(空港),2008000000,2008年,人,91575
140,出入国者,100,計,100,総数,50300,旭川(空港),2007000000,2007年,人,88168
140,出入国者,100,計,100,総数,50300,旭川(空港),2006000000,2006年,人,86329
140,出入国者,100,計,100,総数,50310,中標津(空港),2017000000,2017年,人,2
140,出入国者,100,計,100,総数,50310,中標津(空港),2016000000,2016年,人,319
140,出入国者,100,計,100,総数,50310,中標津(空港),2015000000,2015年,人,366
140,出入国者,100,計,100,総数,50310,中標津(空港),2010000000,2010年,人,277
140,出入国者,100,計,100,総数,50310,中標津(空港),2008000000,2008年,人,200
140,出入国者,100,計,100,総数,50310,中標津(空港),2007000000,2007年,人,301
140,出入国者,100,計,100,総数,50320,青森,2024000000,2024年,人,5461
140,出入国者,100,計,100,総数,50320,青森,2023000000,2023年,人,4901
140,出入国者,100,計,100,総数,50320,青森,2019000000,2019年,人,5215
140,出入国者,100,計,100,総数,50320,青森,2018000000,2018年,人,12848
140,出入国者,100,計,100,総数,50320,青森,2017000000,2017年,人,5571
140,出入国者,100,計,100,総数,50320,青森,2016000000,2016年,人,359
140,出入国者,100,計,100,総数,50320,青森,2015000000,2015年,人,153
140,出入国者,100,計,100,総数,50320,青森,2014000000,2014年,人,4448
140,出入国者,100,計,100,総数,50320,青森,2013000000,2013年,人,1325
140,出入国者,100,計,100,総数,50320,青森,2012000000,2012年,人,4
140,出入国者,100,計,100,総数,50320,青森,2011000000,2011年,人,22
140,出入国者,100,計,100,総数,50320,青森,2010000000,2010年,人,3
140,出入国者,100,計,100,総数,50320,青森,2009000000,2009年,人,1497
140,出入国者,100,計,100,総数,50320,青森,2007000000,2007年,人,1243
140,出入国者,100,計,100,総数,50320,青森,2006000000,2006年,人,1155
140,出入国者,100,計,100,総数,50330,八戸,2024000000,2024年,人,52
140,出入国者,100,計,100,総数,50330,八戸,2023000000,2023年,人,38
140,出入国者,100,計,100,総数,50330,八戸,2022000000,2022年,人,7
140,出入国者,100,計,100,総数,50330,八戸,2020000000,2020年,人,16
140,出入国者,100,計,100,総数,50330,八戸,2019000000,2019年,人,21
140,出入国者,100,計,100,総数,50330,八戸,2018000000,2018年,人,50
140,出入国者,100,計,100,総数,50330,八戸,2017000000,2017年,人,93
140,出入国者,100,計,100,総数,50330,八戸,2016000000,2016年,人,93
140,出入国者,100,計,100,総数,50330,八戸,2015000000,2015年,人,117
140,出入国者,100,計,100,総数,50330,八戸,2014000000,2014年,人,427
140,出入国者,100,計,100,総数,50330,八戸,2013000000,2013年,人,119
140,出入国者,100,計,100,総数,50330,八戸,2012000000,2012年,人,186
140,出入国者,100,計,100,総数,50330,八戸,2011000000,2011年,人,56
140,出入国者,100,計,100,総数,50330,八戸,2010000000,2010年,人,137
140,出入国者,100,計,100,総数,50330,八戸,2009000000,2009年,人,54
140,出入国者,100,計,100,総数,50330,八戸,2008000000,2008年,人,174
140,出入国者,100,計,100,総数,50330,八戸,2007000000,2007年,人,163
140,出入国者,100,計,100,総数,50330,八戸,2006000000,2006年,人,177
140,出入国者,100,計,100,総数,50350,仙台塩釜,2024000000,2024年,人,26
140,出入国者,100,計,100,総数,50350,仙台塩釜,2023000000,2023年,人,26
140,出入国者,100,計,100,総数,50350,仙台塩釜,2022000000,2022年,人,2
140,出入国者,100,計,100,総数,50350,仙台塩釜,2021000000,2021年,人,2
140,出入国者,100,計,100,総数,50350,仙台塩釜,2020000000,2020年,人,14
140,出入国者,100,計,100,総数,50350,仙台塩釜,2019000000,2019年,人,33
140,出入国者,100,計,100,総数,50350,仙台塩釜,2018000000,2018年,人,35
140,出入国者,100,計,100,総数,50350,仙台塩釜,2017000000,2017年,人,42
140,出入国者,100,計,100,総数,50350,仙台塩釜,2016000000,2016年,人,39
140,出入国者,100,計,100,総数,50350,仙台塩釜,2015000000,2015年,人,48
140,出入国者,100,計,100,総数,50350,仙台塩釜,2014000000,2014年,人,70
140,出入国者,100,計,100,総数,50350,仙台塩釜,2013000000,2013年,人,27
140,出入国者,100,計,100,総数,50350,仙台塩釜,2012000000,2012年,人,27
140,出入国者,100,計,100,総数,50350,仙台塩釜,2011000000,2011年,人,39
