表章項目_code,表章項目,出入国者_code,出入国者,入国・出国_code,入国・出国,港_code,港,時間軸(年次)_code,時間軸(年次),unit,value
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2024000000,2024年,人,1293
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2023000000,2023年,人,282
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2022000000,2022年,人,0
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2020000000,2020年,人,558
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2019000000,2019年,人,3410
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2018000000,2018年,人,3223
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2017000000,2017年,人,3094
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2016000000,2016年,人,2890
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2015000000,2015年,人,2430
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2014000000,2014年,人,2605
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2013000000,2013年,人,2088
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2012000000,2012年,人,3232
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2011000000,2011年,人,1772
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2010000000,2010年,人,3612
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2009000000,2009年,人,3380
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2008000000,2008年,人,3738
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2007000000,2007年,人,4461
140,出入国者,110,日本人,110,入国者,50250,函館(空港),2006000000,2006年,人,4744
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2024000000,2024年,人,1
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2023000000,2023年,人,0
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2019000000,2019年,人,0
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2018000000,2018年,人,0
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2017000000,2017年,人,0
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2016000000,2016年,人,0
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2015000000,2015年,人,29
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2014000000,2014年,人,149
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2013000000,2013年,人,62
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2012000000,2012年,人,113
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2011000000,2011年,人,141
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2010000000,2010年,人,276
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2009000000,2009年,人,12
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2008000000,2008年,人,154
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2007000000,2007年,人,36
140,出入国者,110,日本人,110,入国者,50260,釧路(空港),2006000000,2006年,人,639
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2024000000,2024年,人,0
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2020000000,2020年,人,122
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2019000000,2019年,人,0
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2018000000,2018年,人,149
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2017000000,2017年,人,148
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2016000000,2016年,人,325
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2015000000,2015年,人,0
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2014000000,2014年,人,141
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2013000000,2013年,人,1
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2012000000,2012年,人,104
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2011000000,2011年,人,178
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2010000000,2010年,人,359
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2009000000,2009年,人,455
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2008000000,2008年,人,432
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2007000000,2007年,人,522
140,出入国者,110,日本人,110,入国者,50270,帯広(空港),2006000000,2006年,人,151
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2019000000,2019年,人,4
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2018000000,2018年,人,0
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2017000000,2017年,人,0
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2016000000,2016年,人,0
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2014000000,2014年,人,0
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2013000000,2013年,人,1
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2012000000,2012年,人,1
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2011000000,2011年,人,0
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2010000000,2010年,人,1
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2009000000,2009年,人,0
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2008000000,2008年,人,8
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2007000000,2007年,人,2
140,出入国者,110,日本人,110,入国者,50280,石狩湾,2006000000,2006年,人,33
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2024000000,2024年,人,0
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2019000000,2019年,人,0
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2018000000,2018年,人,0
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2017000000,2017年,人,0
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2016000000,2016年,人,86
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2015000000,2015年,人,299
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2014000000,2014年,人,68
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2012000000,2012年,人,443
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2011000000,2011年,人,140
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2010000000,2010年,人,289
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2009000000,2009年,人,0
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2008000000,2008年,人,122
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2007000000,2007年,人,231
140,出入国者,110,日本人,110,入国者,50290,女満別(空港),2006000000,2006年,人,378
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2024000000,2024年,人,459
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2023000000,2023年,人,93
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2022000000,2022年,人,0
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2020000000,2020年,人,91
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2019000000,2019年,人,1320
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2018000000,2018年,人,699
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2017000000,2017年,人,390
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2016000000,2016年,人,1354
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2015000000,2015年,人,1288
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2014000000,2014年,人,2573
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2013000000,2013年,人,1774
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2012000000,2012年,人,837
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2011000000,2011年,人,392
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2010000000,2010年,人,1519
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2009000000,2009年,人,3722
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2008000000,2008年,人,3989
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2007000000,2007年,人,5603
140,出入国者,110,日本人,110,入国者,50300,旭川(空港),2006000000,2006年,人,3335
140,出入国者,110,日本人,110,入国者,50310,中標津(空港),2017000000,2017年,人,0
140,出入国者,110,日本人,110,入国者,50310,中標津(空港),2016000000,2016年,人,73
140,出入国者,110,日本人,110,入国者,50310,中標津(空港),2015000000,2015年,人,62
140,出入国者,110,日本人,110,入国者,50310,中標津(空港),2010000000,2010年,人,139
140,出入国者,110,日本人,110,入国者,50310,中標津(空港),2008000000,2008年,人,96
140,出入国者,110,日本人,110,入国者,50310,中標津(空港),2007000000,2007年,人,150
140,出入国者,110,日本人,110,入国者,50320,青森,2024000000,2024年,人,84
140,出入国者,110,日本人,110,入国者,50320,青森,2023000000,2023年,人,564
140,出入国者,110,日本人,110,入国者,50320,青森,2019000000,2019年,人,1893
140,出入国者,110,日本人,110,入国者,50320,青森,2018000000,2018年,人,1955
140,出入国者,110,日本人,110,入国者,50320,青森,2017000000,2017年,人,147
140,出入国者,110,日本人,110,入国者,50320,青森,2016000000,2016年,人,0
140,出入国者,110,日本人,110,入国者,50320,青森,2015000000,2015年,人,0
140,出入国者,110,日本人,110,入国者,50320,青森,2014000000,2014年,人,0
140,出入国者,110,日本人,110,入国者,50320,青森,2013000000,2013年,人,4
140,出入国者,110,日本人,110,入国者,50320,青森,2012000000,2012年,人,0
140,出入国者,110,日本人,110,入国者,50320,青森,2011000000,2011年,人,4
140,出入国者,110,日本人,110,入国者,50320,青森,2010000000,2010年,人,0
140,出入国者,110,日本人,110,入国者,50320,青森,2009000000,2009年,人,9
140,出入国者,110,日本人,110,入国者,50320,青森,2007000000,2007年,人,5
140,出入国者,110,日本人,110,入国者,50320,青森,2006000000,2006年,人,0
140,出入国者,110,日本人,110,入国者,50330,八戸,2024000000,2024年,人,0
140,出入国者,110,日本人,110,入国者,50330,八戸,2023000000,2023年,人,0
140,出入国者,110,日本人,110,入国者,50330,八戸,2022000000,2022年,人,0
140,出入国者,110,日本人,110,入国者,50330,八戸,2020000000,2020年,人,12
140,出入国者,110,日本人,110,入国者,50330,八戸,2019000000,2019年,人,4
140,出入国者,110,日本人,110,入国者,50330,八戸,2018000000,2018年,人,26
140,出入国者,110,日本人,110,入国者,50330,八戸,2017000000,2017年,人,44
140,出入国者,110,日本人,110,入国者,50330,八戸,2016000000,2016年,人,45
140,出入国者,110,日本人,110,入国者,50330,八戸,2015000000,2015年,人,38
140,出入国者,110,日本人,110,入国者,50330,八戸,2014000000,2014年,人,26
140,出入国者,110,日本人,110,入国者,50330,八戸,2013000000,2013年,人,34
140,出入国者,110,日本人,110,入国者,50330,八戸,2012000000,2012年,人,84
140,出入国者,110,日本人,110,入国者,50330,八戸,2011000000,2011年,人,4
140,出入国者,110,日本人,110,入国者,50330,八戸,2010000000,2010年,人,38
140,出入国者,110,日本人,110,入国者,50330,八戸,2009000000,2009年,人,6
140,出入国者,110,日本人,110,入国者,50330,八戸,2008000000,2008年,人,22
140,出入国者,110,日本人,110,入国者,50330,八戸,2007000000,2007年,人,63
140,出入国者,110,日本人,110,入国者,50330,八戸,2006000000,2006年,人,39
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2024000000,2024年,人,0
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2023000000,2023年,人,5
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2022000000,2022年,人,0
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2021000000,2021年,人,0
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2020000000,2020年,人,1
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2019000000,2019年,人,2
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2018000000,2018年,人,3
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2017000000,2017年,人,2
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2016000000,2016年,人,0
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2015000000,2015年,人,2
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2014000000,2014年,人,5
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2013000000,2013年,人,5
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2012000000,2012年,人,0
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2011000000,2011年,人,0
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2010000000,2010年,人,8
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2009000000,2009年,人,2
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2008000000,2008年,人,5
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2007000000,2007年,人,5
140,出入国者,110,日本人,110,入国者,50350,仙台塩釜,2006000000,2006年,人,17
140,出入国者,110,日本人,110,入国者,50360,小名浜,2024000000,2024年,人,0
140,出入国者,110,日本人,110,入国者,50360,小名浜,2023000000,2023年,人,0
140,出入国者,110,日本人,110,入国者,50360,小名浜,2019000000,2019年,人,1
140,出入国者,110,日本人,110,入国者,50360,小名浜,2018000000,2018年,人,5
140,出入国者,110,日本人,110,入国者,50360,小名浜,2017000000,2017年,人,0
140,出入国者,110,日本人,110,入国者,50360,小名浜,2016000000,2016年,人,0
140,出入国者,110,日本人,110,入国者,50360,小名浜,2015000000,2015年,人,0
140,出入国者,110,日本人,110,入国者,50360,小名浜,2014000000,2014年,人,0
140,出入国者,110,日本人,110,入国者,50360,小名浜,2013000000,2013年,人,2
140,出入国者,110,日本人,110,入国者,50360,小名浜,2012000000,2012年,人,4
140,出入国者,110,日本人,110,入国者,50360,小名浜,2011000000,2011年,人,4
140,出入国者,110,日本人,110,入国者,50360,小名浜,2010000000,2010年,人,3
140,出入国者,110,日本人,110,入国者,50360,小名浜,2009000000,2009年,人,0
140,出入国者,110,日本人,110,入国者,50360,小名浜,2008000000,2008年,人,44
140,出入国者,110,日本人,110,入国者,50360,小名浜,2007000000,2007年,人,19
140,出入国者,110,日本人,110,入国者,50360,小名浜,2006000000,2006年,人,1
140,出入国者,110,日本人,110,入国者,50370,酒田,2024000000,2024年,人,0
140,出入国者,110,日本人,110,入国者,50370,酒田,2020000000,2020年,人,1
140,出入国者,110,日本人,110,入国者,50370,酒田,2019000000,2019年,人,438
140,出入国者,110,日本人,110,入国者,50370,酒田,2018000000,2018年,人,2
140,出入国者,110,日本人,110,入国者,50370,酒田,2016000000,2016年,人,353
140,出入国者,110,日本人,110,入国者,50370,酒田,2015000000,2015年,人,0
140,出入国者,110,日本人,110,入国者,50370,酒田,2013000000,2013年,人,467
140,出入国者,110,日本人,110,入国者,50370,酒田,2012000000,2012年,人,1
140,出入国者,110,日本人,110,入国者,50370,酒田,2011000000,2011年,人,0
140,出入国者,110,日本人,110,入国者,50370,酒田,2010000000,2010年,人,39
140,出入国者,110,日本人,110,入国者,50370,酒田,2009000000,2009年,人,0
140,出入国者,110,日本人,110,入国者,50370,酒田,2007000000,2007年,人,0
140,出入国者,110,日本人,110,入国者,50370,酒田,2006000000,2006年,人,0
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2024000000,2024年,人,2398
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2023000000,2023年,人,1646
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2022000000,2022年,人,0
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2020000000,2020年,人,0
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2019000000,2019年,人,0
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2018000000,2018年,人,0
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2017000000,2017年,人,1
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2016000000,2016年,人,3
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2015000000,2015年,人,1410
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2014000000,2014年,人,0
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2013000000,2013年,人,1
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2012000000,2012年,人,0
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2011000000,2011年,人,0
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2010000000,2010年,人,685
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2009000000,2009年,人,0
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2008000000,2008年,人,2
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2007000000,2007年,人,0
140,出入国者,110,日本人,110,入国者,50380,秋田船川,2006000000,2006年,人,0
140,出入国者,110,日本人,110,入国者,50390,宮古,2006000000,2006年,人,0
140,出入国者,110,日本人,110,入国者,50400,大船渡,2019000000,2019年,人,0
140,出入国者,110,日本人,110,入国者,50400,大船渡,2013000000,2013年,人,0
140,出入国者,110,日本人,110,入国者,50400,大船渡,2010000000,2010年,人,1
140,出入国者,110,日本人,110,入国者,50410,石巻,2024000000,2024年,人,0
140,出入国者,110,日本人,110,入国者,50410,石巻,2023000000,2023年,人,0
140,出入国者,110,日本人,110,入国者,50410,石巻,2020000000,2020年,人,1
140,出入国者,110,日本人,110,入国者,50410,石巻,2019000000,2019年,人,10
140,出入国者,110,日本人,110,入国者,50410,石巻,2018000000,2018年,人,1
140,出入国者,110,日本人,110,入国者,50410,石巻,2017000000,2017年,人,295
140,出入国者,110,日本人,110,入国者,50410,石巻,2016000000,2016年,人,0
140,出入国者,110,日本人,110,入国者,50410,石巻,2015000000,2015年,人,0
140,出入国者,110,日本人,110,入国者,50410,石巻,2014000000,2014年,人,0
140,出入国者,110,日本人,110,入国者,50410,石巻,2013000000,2013年,人,743
140,出入国者,110,日本人,110,入国者,50410,石巻,2012000000,2012年,人,0
140,出入国者,110,日本人,110,入国者,50410,石巻,2011000000,2011年,人,0
140,出入国者,110,日本人,110,入国者,50410,石巻,2010000000,2010年,人,0
140,出入国者,110,日本人,110,入国者,50410,石巻,2009000000,2009年,人,0
140,出入国者,110,日本人,110,入国者,50410,石巻,2008000000,2008年,人,0
140,出入国者,110,日本人,110,入国者,50410,石巻,2007000000,2007年,人,3
140,出入国者,110,日本人,110,入国者,50410,石巻,2006000000,2006年,人,0
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2024000000,2024年,人,31
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2023000000,2023年,人,56
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2022000000,2022年,人,32
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2021000000,2021年,人,17
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2020000000,2020年,人,32
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2019000000,2019年,人,60
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2018000000,2018年,人,194
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2017000000,2017年,人,58
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2016000000,2016年,人,45
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2015000000,2015年,人,46
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2014000000,2014年,人,66
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2013000000,2013年,人,219
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2012000000,2012年,人,62
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2011000000,2011年,人,65
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2010000000,2010年,人,47
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2009000000,2009年,人,0
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2008000000,2008年,人,4
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2007000000,2007年,人,10
140,出入国者,110,日本人,110,入国者,50420,三沢(空港),2006000000,2006年,人,214
140,出入国者,110,日本人,110,入国者,50430,八戸(空港),2024000000,2024年,人,0
140,出入国者,110,日本人,110,入国者,50430,八戸(空港),2010000000,2010年,人,0
140,出入国者,110,日本人,110,入国者,50430,八戸(空港),2008000000,2008年,人,5
140,出入国者,110,日本人,110,入国者,50440,気仙沼,2015000000,2015年,人,0
140,出入国者,110,日本人,110,入国者,50440,気仙沼,2014000000,2014年,人,0
140,出入国者,110,日本人,110,入国者,50440,気仙沼,2010000000,2010年,人,0
140,出入国者,110,日本人,110,入国者,50440,気仙沼,2009000000,2009年,人,0
140,出入国者,110,日本人,110,入国者,50440,気仙沼,2008000000,2008年,人,0
140,出入国者,110,日本人,110,入国者,50440,気仙沼,2006000000,2006年,人,0
140,出入国者,110,日本人,110,入国者,50450,大湊,2015000000,2015年,人,0
140,出入国者,110,日本人,110,入国者,50450,大湊,2014000000,2014年,人,0
140,出入国者,110,日本人,110,入国者,50450,大湊,2012000000,2012年,人,0
140,出入国者,110,日本人,110,入国者,50450,大湊,2010000000,2010年,人,0
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2024000000,2024年,人,45124
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2023000000,2023年,人,21653
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2022000000,2022年,人,0
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2020000000,2020年,人,11859
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2019000000,2019年,人,69764
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2018000000,2018年,人,59473
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2017000000,2017年,人,53691
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2016000000,2016年,人,45076
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2015000000,2015年,人,48428
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2014000000,2014年,人,57304
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2013000000,2013年,人,58871
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2012000000,2012年,人,65025
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2011000000,2011年,人,27818
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2010000000,2010年,人,78652
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2009000000,2009年,人,72363
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2008000000,2008年,人,78946
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2007000000,2007年,人,95244
140,出入国者,110,日本人,110,入国者,50460,仙台(空港),2006000000,2006年,人,102217
140,出入国者,110,日本人,110,入国者,50470,能代,2024000000,2024年,人,0
140,出入国者,110,日本人,110,入国者,50470,能代,2018000000,2018年,人,1
140,出入国者,110,日本人,110,入国者,50470,能代,2017000000,2017年,人,0
140,出入国者,110,日本人,110,入国者,50470,能代,2016000000,2016年,人,0
140,出入国者,110,日本人,110,入国者,50470,能代,2015000000,2015年,人,0
140,出入国者,110,日本人,110,入国者,50470,能代,2014000000,2014年,人,0
140,出入国者,110,日本人,110,入国者,50470,能代,2013000000,2013年,人,0
140,出入国者,110,日本人,110,入国者,50470,能代,2012000000,2012年,人,0
140,出入国者,110,日本人,110,入国者,50470,能代,2011000000,2011年,人,3
140,出入国者,110,日本人,110,入国者,50470,能代,2010000000,2010年,人,0
140,出入国者,110,日本人,110,入国者,50470,能代,2009000000,2009年,人,0
140,出入国者,110,日本人,110,入国者,50470,能代,2008000000,2008年,人,0
140,出入国者,110,日本人,110,入国者,50480,相馬,2024000000,2024年,人,0
140,出入国者,110,日本人,110,入国者,50480,相馬,2023000000,2023年,人,0
140,出入国者,110,日本人,110,入国者,50480,相馬,2020000000,2020年,人,0
140,出入国者,110,日本人,110,入国者,50480,相馬,2019000000,2019年,人,0
140,出入国者,110,日本人,110,入国者,50480,相馬,2018000000,2018年,人,0
140,出入国者,110,日本人,110,入国者,50480,相馬,2017000000,2017年,人,4
140,出入国者,110,日本人,110,入国者,50480,相馬,2016000000,2016年,人,0
140,出入国者,110,日本人,110,入国者,50480,相馬,2015000000,2015年,人,0
140,出入国者,110,日本人,110,入国者,50480,相馬,2013000000,2013年,人,2
140,出入国者,110,日本人,110,入国者,50480,相馬,2012000000,2012年,人,2
140,出入国者,110,日本人,110,入国者,50480,相馬,2010000000,2010年,人,3
140,出入国者,110,日本人,110,入国者,50480,相馬,2009000000,2009年,人,0
140,出入国者,110,日本人,110,入国者,50480,相馬,2006000000,2006年,人,1
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2024000000,2024年,人,1851
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2023000000,2023年,人,38
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2019000000,2019年,人,1480
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2018000000,2018年,人,1258
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2017000000,2017年,人,1024
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2016000000,2016年,人,497
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2015000000,2015年,人,3373
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2014000000,2014年,人,4299
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2013000000,2013年,人,7600
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2012000000,2012年,人,11025
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2011000000,2011年,人,10648
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2010000000,2010年,人,8739
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2009000000,2009年,人,9087
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2008000000,2008年,人,9163
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2007000000,2007年,人,7743
140,出入国者,110,日本人,110,入国者,50490,秋田(空港),2006000000,2006年,人,8650
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2024000000,2024年,人,4
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2023000000,2023年,人,0
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2020000000,2020年,人,0
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2019000000,2019年,人,150
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2018000000,2018年,人,277
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2017000000,2017年,人,0
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2016000000,2016年,人,131
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2015000000,2015年,人,6
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2014000000,2014年,人,111
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2013000000,2013年,人,3
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2012000000,2012年,人,579
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2011000000,2011年,人,91
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2010000000,2010年,人,157
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2009000000,2009年,人,583
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2008000000,2008年,人,358
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2007000000,2007年,人,152
140,出入国者,110,日本人,110,入国者,50500,山形(空港),2006000000,2006年,人,571
140,出入国者,110,日本人,110,入国者,50510,花巻(空港),2024000000,2024年,人,1101
140,出入国者,110,日本人,110,入国者,50510,花巻(空港),2023000000,2023年,人,577
140,出入国者,110,日本人,110,入国者,50510,花巻(空港),2022000000,2022年,人,0
140,出入国者,110,日本人,110,入国者,50510,花巻(空港),2020000000,2020年,人,496
140,出入国者,110,日本人,110,入国者,50510,花巻(空港),2019000000,2019年,人,4298
140,出入国者,110,日本人,110,入国者,50510,花巻(空港),2018000000,2018年,人,2045
140,出入国者,110,日本人,110,入国者,50510,花巻(空港),2017000000,2017年,人,308
140,出入国者,110,日本人,110,入国者,50510,花巻(空港),2016000000,2016年,人,865
140,出入国者,110,日本人,110,入国者,50510,花巻(空港),2015000000,2015年,人,685
140,出入国者,110,日本人,110,入国者,50510,花巻(空港),2014000000,2014年,人,2534
