表章項目_code,表章項目,出生児数・死亡者数_code,出生児数・死亡者数,男女別_code,男女別,日本人・外国人_code,日本人・外国人,全国・都道府県_code,全国・都道府県,時間軸（年間）_code,時間軸（年間）,unit,value
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,29000,奈良県,2023001011,2023年10月～2024年9月,人,3274
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,30000,和歌山県,2023001011,2023年10月～2024年9月,人,2239
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,31000,鳥取県,2023001011,2023年10月～2024年9月,人,1482
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,32000,島根県,2023001011,2023年10月～2024年9月,人,1817
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,33000,岡山県,2023001011,2023年10月～2024年9月,人,5442
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,34000,広島県,2023001011,2023年10月～2024年9月,人,7708
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,35000,山口県,2023001011,2023年10月～2024年9月,人,3363
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,36000,徳島県,2023001011,2023年10月～2024年9月,人,1744
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,37000,香川県,2023001011,2023年10月～2024年9月,人,2439
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,38000,愛媛県,2023001011,2023年10月～2024年9月,人,3288
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,39000,高知県,2023001011,2023年10月～2024年9月,人,1544
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,40000,福岡県,2023001011,2023年10月～2024年9月,人,15713
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,41000,佐賀県,2023001011,2023年10月～2024年9月,人,2409
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,42000,長崎県,2023001011,2023年10月～2024年9月,人,3441
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,43000,熊本県,2023001011,2023年10月～2024年9月,人,5168
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,44000,大分県,2023001011,2023年10月～2024年9月,人,2940
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,45000,宮崎県,2023001011,2023年10月～2024年9月,人,2941
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,4518
012,出生児数・死亡者数,001,出生児数,002,女,001,日本人,47000,沖縄県,2023001011,2023年10月～2024年9月,人,5795
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,00000,全国,2023001011,2023年10月～2024年9月,人,10603
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,01000,北海道,2023001011,2023年10月～2024年9月,人,89
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,02000,青森県,2023001011,2023年10月～2024年9月,人,4
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,03000,岩手県,2023001011,2023年10月～2024年9月,人,12
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,04000,宮城県,2023001011,2023年10月～2024年9月,人,73
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,05000,秋田県,2023001011,2023年10月～2024年9月,人,5
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,06000,山形県,2023001011,2023年10月～2024年9月,人,8
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,07000,福島県,2023001011,2023年10月～2024年9月,人,39
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,08000,茨城県,2023001011,2023年10月～2024年9月,人,303
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,09000,栃木県,2023001011,2023年10月～2024年9月,人,177
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,10000,群馬県,2023001011,2023年10月～2024年9月,人,333
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,11000,埼玉県,2023001011,2023年10月～2024年9月,人,975
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,12000,千葉県,2023001011,2023年10月～2024年9月,人,836
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,13000,東京都,2023001011,2023年10月～2024年9月,人,1835
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,14000,神奈川県,2023001011,2023年10月～2024年9月,人,976
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,15000,新潟県,2023001011,2023年10月～2024年9月,人,28
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,16000,富山県,2023001011,2023年10月～2024年9月,人,63
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,17000,石川県,2023001011,2023年10月～2024年9月,人,55
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,18000,福井県,2023001011,2023年10月～2024年9月,人,44
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,19000,山梨県,2023001011,2023年10月～2024年9月,人,54
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,20000,長野県,2023001011,2023年10月～2024年9月,人,87
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,21000,岐阜県,2023001011,2023年10月～2024年9月,人,246
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,22000,静岡県,2023001011,2023年10月～2024年9月,人,397
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,23000,愛知県,2023001011,2023年10月～2024年9月,人,1229
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,24000,三重県,2023001011,2023年10月～2024年9月,人,223
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,25000,滋賀県,2023001011,2023年10月～2024年9月,人,101
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,26000,京都府,2023001011,2023年10月～2024年9月,人,128
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,27000,大阪府,2023001011,2023年10月～2024年9月,人,929
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,28000,兵庫県,2023001011,2023年10月～2024年9月,人,333
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,29000,奈良県,2023001011,2023年10月～2024年9月,人,46
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,30000,和歌山県,2023001011,2023年10月～2024年9月,人,10
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,31000,鳥取県,2023001011,2023年10月～2024年9月,人,8
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,32000,島根県,2023001011,2023年10月～2024年9月,人,43
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,33000,岡山県,2023001011,2023年10月～2024年9月,人,79
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,34000,広島県,2023001011,2023年10月～2024年9月,人,175
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,35000,山口県,2023001011,2023年10月～2024年9月,人,33
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,36000,徳島県,2023001011,2023年10月～2024年9月,人,14
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,37000,香川県,2023001011,2023年10月～2024年9月,人,38
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,38000,愛媛県,2023001011,2023年10月～2024年9月,人,24
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,39000,高知県,2023001011,2023年10月～2024年9月,人,2
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,40000,福岡県,2023001011,2023年10月～2024年9月,人,301
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,41000,佐賀県,2023001011,2023年10月～2024年9月,人,23
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,42000,長崎県,2023001011,2023年10月～2024年9月,人,35
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,43000,熊本県,2023001011,2023年10月～2024年9月,人,45
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,44000,大分県,2023001011,2023年10月～2024年9月,人,31
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,45000,宮崎県,2023001011,2023年10月～2024年9月,人,13
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,16
012,出生児数・死亡者数,001,出生児数,002,女,002,外国人,47000,沖縄県,2023001011,2023年10月～2024年9月,人,85
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,00000,全国,2023001011,2023年10月～2024年9月,人,1598390
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,01000,北海道,2023001011,2023年10月～2024年9月,人,76658
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,02000,青森県,2023001011,2023年10月～2024年9月,人,20540
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,03000,岩手県,2023001011,2023年10月～2024年9月,人,19789
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,04000,宮城県,2023001011,2023年10月～2024年9月,人,28801
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,05000,秋田県,2023001011,2023年10月～2024年9月,人,17608
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,06000,山形県,2023001011,2023年10月～2024年9月,人,17121
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,07000,福島県,2023001011,2023年10月～2024年9月,人,27649
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,08000,茨城県,2023001011,2023年10月～2024年9月,人,38632
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,09000,栃木県,2023001011,2023年10月～2024年9月,人,25299
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,10000,群馬県,2023001011,2023年10月～2024年9月,人,27160
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,11000,埼玉県,2023001011,2023年10月～2024年9月,人,85513
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,12000,千葉県,2023001011,2023年10月～2024年9月,人,74374
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,13000,東京都,2023001011,2023年10月～2024年9月,人,139296
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,14000,神奈川県,2023001011,2023年10月～2024年9月,人,101479
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,15000,新潟県,2023001011,2023年10月～2024年9月,人,33127
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,16000,富山県,2023001011,2023年10月～2024年9月,人,15281
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,17000,石川県,2023001011,2023年10月～2024年9月,人,15054
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,18000,福井県,2023001011,2023年10月～2024年9月,人,10515
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,19000,山梨県,2023001011,2023年10月～2024年9月,人,11164
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,20000,長野県,2023001011,2023年10月～2024年9月,人,28952
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,21000,岐阜県,2023001011,2023年10月～2024年9月,人,26230
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,22000,静岡県,2023001011,2023年10月～2024年9月,人,48876
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,23000,愛知県,2023001011,2023年10月～2024年9月,人,82477
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,24000,三重県,2023001011,2023年10月～2024年9月,人,23936
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,25000,滋賀県,2023001011,2023年10月～2024年9月,人,15313
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,26000,京都府,2023001011,2023年10月～2024年9月,人,31305
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,27000,大阪府,2023001011,2023年10月～2024年9月,人,107570
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,28000,兵庫県,2023001011,2023年10月～2024年9月,人,66979
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,29000,奈良県,2023001011,2023年10月～2024年9月,人,17261
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,30000,和歌山県,2023001011,2023年10月～2024年9月,人,14663
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,31000,鳥取県,2023001011,2023年10月～2024年9月,人,8032
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,32000,島根県,2023001011,2023年10月～2024年9月,人,10448
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,33000,岡山県,2023001011,2023年10月～2024年9月,人,25648
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,34000,広島県,2023001011,2023年10月～2024年9月,人,35913
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,35000,山口県,2023001011,2023年10月～2024年9月,人,21306
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,36000,徳島県,2023001011,2023年10月～2024年9月,人,11425
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,37000,香川県,2023001011,2023年10月～2024年9月,人,13764
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,38000,愛媛県,2023001011,2023年10月～2024年9月,人,20164
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,39000,高知県,2023001011,2023年10月～2024年9月,人,11425
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,40000,福岡県,2023001011,2023年10月～2024年9月,人,62774
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,41000,佐賀県,2023001011,2023年10月～2024年9月,人,11350
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,42000,長崎県,2023001011,2023年10月～2024年9月,人,19977
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,43000,熊本県,2023001011,2023年10月～2024年9月,人,24585
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,44000,大分県,2023001011,2023年10月～2024年9月,人,16832
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,45000,宮崎県,2023001011,2023年10月～2024年9月,人,16242
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,24454
012,出生児数・死亡者数,002,死亡者数,000,男女計,001,日本人,47000,沖縄県,2023001011,2023年10月～2024年9月,人,15429
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,00000,全国,2023001011,2023年10月～2024年9月,人,8871
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,01000,北海道,2023001011,2023年10月～2024年9月,人,95
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,02000,青森県,2023001011,2023年10月～2024年9月,人,24
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,03000,岩手県,2023001011,2023年10月～2024年9月,人,19
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,04000,宮城県,2023001011,2023年10月～2024年9月,人,49
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,05000,秋田県,2023001011,2023年10月～2024年9月,人,12
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,06000,山形県,2023001011,2023年10月～2024年9月,人,12
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,07000,福島県,2023001011,2023年10月～2024年9月,人,37
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,08000,茨城県,2023001011,2023年10月～2024年9月,人,126
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,09000,栃木県,2023001011,2023年10月～2024年9月,人,84
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,10000,群馬県,2023001011,2023年10月～2024年9月,人,124
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,11000,埼玉県,2023001011,2023年10月～2024年9月,人,346
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,12000,千葉県,2023001011,2023年10月～2024年9月,人,330
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,13000,東京都,2023001011,2023年10月～2024年9月,人,1168
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,14000,神奈川県,2023001011,2023年10月～2024年9月,人,597
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,15000,新潟県,2023001011,2023年10月～2024年9月,人,46
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,16000,富山県,2023001011,2023年10月～2024年9月,人,32
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,17000,石川県,2023001011,2023年10月～2024年9月,人,46
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,18000,福井県,2023001011,2023年10月～2024年9月,人,43
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,19000,山梨県,2023001011,2023年10月～2024年9月,人,41
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,20000,長野県,2023001011,2023年10月～2024年9月,人,94
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,21000,岐阜県,2023001011,2023年10月～2024年9月,人,141
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,22000,静岡県,2023001011,2023年10月～2024年9月,人,221
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,23000,愛知県,2023001011,2023年10月～2024年9月,人,749
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,24000,三重県,2023001011,2023年10月～2024年9月,人,134
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,25000,滋賀県,2023001011,2023年10月～2024年9月,人,99
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,26000,京都府,2023001011,2023年10月～2024年9月,人,429
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,27000,大阪府,2023001011,2023年10月～2024年9月,人,1885
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,28000,兵庫県,2023001011,2023年10月～2024年9月,人,783
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,29000,奈良県,2023001011,2023年10月～2024年9月,人,81
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,30000,和歌山県,2023001011,2023年10月～2024年9月,人,46
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,31000,鳥取県,2023001011,2023年10月～2024年9月,人,13
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,32000,島根県,2023001011,2023年10月～2024年9月,人,12
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,33000,岡山県,2023001011,2023年10月～2024年9月,人,105
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,34000,広島県,2023001011,2023年10月～2024年9月,人,184
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,35000,山口県,2023001011,2023年10月～2024年9月,人,127
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,36000,徳島県,2023001011,2023年10月～2024年9月,人,8
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,37000,香川県,2023001011,2023年10月～2024年9月,人,25
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,38000,愛媛県,2023001011,2023年10月～2024年9月,人,25
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,39000,高知県,2023001011,2023年10月～2024年9月,人,14
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,40000,福岡県,2023001011,2023年10月～2024年9月,人,239
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,41000,佐賀県,2023001011,2023年10月～2024年9月,人,14
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,42000,長崎県,2023001011,2023年10月～2024年9月,人,33
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,43000,熊本県,2023001011,2023年10月～2024年9月,人,30
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,44000,大分県,2023001011,2023年10月～2024年9月,人,47
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,45000,宮崎県,2023001011,2023年10月～2024年9月,人,17
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,22
012,出生児数・死亡者数,002,死亡者数,000,男女計,002,外国人,47000,沖縄県,2023001011,2023年10月～2024年9月,人,63
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,00000,全国,2023001011,2023年10月～2024年9月,人,815409
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,01000,北海道,2023001011,2023年10月～2024年9月,人,37935
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,02000,青森県,2023001011,2023年10月～2024年9月,人,10062
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,03000,岩手県,2023001011,2023年10月～2024年9月,人,9752
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,04000,宮城県,2023001011,2023年10月～2024年9月,人,14644
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,05000,秋田県,2023001011,2023年10月～2024年9月,人,8330
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,06000,山形県,2023001011,2023年10月～2024年9月,人,8260
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,07000,福島県,2023001011,2023年10月～2024年9月,人,13617
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,08000,茨城県,2023001011,2023年10月～2024年9月,人,20320
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,09000,栃木県,2023001011,2023年10月～2024年9月,人,13107
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,10000,群馬県,2023001011,2023年10月～2024年9月,人,14115
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,11000,埼玉県,2023001011,2023年10月～2024年9月,人,46228
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,12000,千葉県,2023001011,2023年10月～2024年9月,人,39984
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,13000,東京都,2023001011,2023年10月～2024年9月,人,71912
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,14000,神奈川県,2023001011,2023年10月～2024年9月,人,53568
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,15000,新潟県,2023001011,2023年10月～2024年9月,人,16439
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,16000,富山県,2023001011,2023年10月～2024年9月,人,7509
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,17000,石川県,2023001011,2023年10月～2024年9月,人,7402
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,18000,福井県,2023001011,2023年10月～2024年9月,人,5124
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,19000,山梨県,2023001011,2023年10月～2024年9月,人,5601
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,20000,長野県,2023001011,2023年10月～2024年9月,人,14383
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,21000,岐阜県,2023001011,2023年10月～2024年9月,人,13380
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,22000,静岡県,2023001011,2023年10月～2024年9月,人,25022
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,23000,愛知県,2023001011,2023年10月～2024年9月,人,43784
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,24000,三重県,2023001011,2023年10月～2024年9月,人,12148
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,25000,滋賀県,2023001011,2023年10月～2024年9月,人,7926
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,26000,京都府,2023001011,2023年10月～2024年9月,人,15714
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,27000,大阪府,2023001011,2023年10月～2024年9月,人,56879
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,28000,兵庫県,2023001011,2023年10月～2024年9月,人,34109
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,29000,奈良県,2023001011,2023年10月～2024年9月,人,8769
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,30000,和歌山県,2023001011,2023年10月～2024年9月,人,7220
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,31000,鳥取県,2023001011,2023年10月～2024年9月,人,3914
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,32000,島根県,2023001011,2023年10月～2024年9月,人,4985
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,33000,岡山県,2023001011,2023年10月～2024年9月,人,12793
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,34000,広島県,2023001011,2023年10月～2024年9月,人,17990
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,35000,山口県,2023001011,2023年10月～2024年9月,人,10227
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,36000,徳島県,2023001011,2023年10月～2024年9月,人,5544
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,37000,香川県,2023001011,2023年10月～2024年9月,人,6774
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,38000,愛媛県,2023001011,2023年10月～2024年9月,人,9764
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,39000,高知県,2023001011,2023年10月～2024年9月,人,5480
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,40000,福岡県,2023001011,2023年10月～2024年9月,人,31301
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,41000,佐賀県,2023001011,2023年10月～2024年9月,人,5513
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,42000,長崎県,2023001011,2023年10月～2024年9月,人,9645
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,43000,熊本県,2023001011,2023年10月～2024年9月,人,11829
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,44000,大分県,2023001011,2023年10月～2024年9月,人,8199
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,45000,宮崎県,2023001011,2023年10月～2024年9月,人,7999
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,46000,鹿児島県,2023001011,2023年10月～2024年9月,人,11935
012,出生児数・死亡者数,002,死亡者数,001,男,001,日本人,47000,沖縄県,2023001011,2023年10月～2024年9月,人,8274
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,00000,全国,2023001011,2023年10月～2024年9月,人,4841
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,01000,北海道,2023001011,2023年10月～2024年9月,人,50
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,02000,青森県,2023001011,2023年10月～2024年9月,人,13
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,03000,岩手県,2023001011,2023年10月～2024年9月,人,6
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,04000,宮城県,2023001011,2023年10月～2024年9月,人,20
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,05000,秋田県,2023001011,2023年10月～2024年9月,人,7
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,06000,山形県,2023001011,2023年10月～2024年9月,人,3
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,07000,福島県,2023001011,2023年10月～2024年9月,人,17
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,08000,茨城県,2023001011,2023年10月～2024年9月,人,62
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,09000,栃木県,2023001011,2023年10月～2024年9月,人,45
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,10000,群馬県,2023001011,2023年10月～2024年9月,人,81
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,11000,埼玉県,2023001011,2023年10月～2024年9月,人,187
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,12000,千葉県,2023001011,2023年10月～2024年9月,人,166
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,13000,東京都,2023001011,2023年10月～2024年9月,人,622
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,14000,神奈川県,2023001011,2023年10月～2024年9月,人,334
012,出生児数・死亡者数,002,死亡者数,001,男,002,外国人,15000,新潟県,2023001011,2023年10月～2024年9月,人,25
