単位_db_code,単位_db,表頭_集計項目_db_code,表頭_集計項目_db,表側_集計項目_db_code,表側_集計項目_db,都道府県_code,都道府県,時間軸_db_code,時間軸_db,unit,value
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000103,2024年1～3月,,43894
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000406,2024年4～6月,,45518
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000709,2024年7～9月,,47594
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024001012,2024年10～12月,,46786
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2023001111,2023年11月,,14414
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2023001212,2023年12月,,15167
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000101,2024年1月,,14867
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000202,2024年2月,,14379
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000303,2024年3月,,14648
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000404,2024年4月,,14999
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000505,2024年5月,,14967
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000606,2024年6月,,15552
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000707,2024年7月,,15975
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000808,2024年8月,,16175
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024000909,2024年9月,,15444
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024001010,2024年10月,,14995
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024001111,2024年11月,,15174
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2024001212,2024年12月,,16617
0101300,百万円,01040110,販売額等,01030100,販売額等,04000,宮城県,2025000101,2025年1月,,15296
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2022000000,2022年,,54257
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2023000000,2023年,,58465
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000000,2024年,,62725
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2021100000,2021年度,,51809
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2022100000,2022年度,,55001
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2023100000,2023年度,,59754
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2023001012,2023年10～12月,,14963
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000103,2024年1～3月,,14606
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000406,2024年4～6月,,15482
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000709,2024年7～9月,,16482
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024001012,2024年10～12月,,16155
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2023001111,2023年11月,,4845
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2023001212,2023年12月,,5241
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000101,2024年1月,,4941
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000202,2024年2月,,4773
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000303,2024年3月,,4892
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000404,2024年4月,,5023
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000505,2024年5月,,5134
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000606,2024年6月,,5325
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000707,2024年7月,,5419
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000808,2024年8月,,5701
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024000909,2024年9月,,5362
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024001010,2024年10月,,5196
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024001111,2024年11月,,5173
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2024001212,2024年12月,,5786
0101300,百万円,01040110,販売額等,01030100,販売額等,05000,秋田県,2025000101,2025年1月,,4945
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2022000000,2022年,,72162
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2023000000,2023年,,77626
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000000,2024年,,82730
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2021100000,2021年度,,68218
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2022100000,2022年度,,73691
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2023100000,2023年度,,79059
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2023001012,2023年10～12月,,19550
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000103,2024年1～3月,,19644
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000406,2024年4～6月,,20547
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000709,2024年7～9月,,21689
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024001012,2024年10～12月,,20850
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2023001111,2023年11月,,6446
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2023001212,2023年12月,,6685
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000101,2024年1月,,6743
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000202,2024年2月,,6461
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000303,2024年3月,,6440
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000404,2024年4月,,6684
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000505,2024年5月,,6786
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000606,2024年6月,,7077
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000707,2024年7月,,7153
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000808,2024年8月,,7416
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024000909,2024年9月,,7120
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024001010,2024年10月,,6686
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024001111,2024年11月,,6766
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2024001212,2024年12月,,7398
0101300,百万円,01040110,販売額等,01030100,販売額等,06000,山形県,2025000101,2025年1月,,6759
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2022000000,2022年,,115506
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2023000000,2023年,,124083
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000000,2024年,,132974
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2021100000,2021年度,,111264
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2022100000,2022年度,,117566
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2023100000,2023年度,,126287
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2023001012,2023年10～12月,,31515
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000103,2024年1～3月,,31584
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000406,2024年4～6月,,32969
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000709,2024年7～9月,,34699
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024001012,2024年10～12月,,33722
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2023001111,2023年11月,,10350
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2023001212,2023年12月,,10763
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000101,2024年1月,,10819
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000202,2024年2月,,10481
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000303,2024年3月,,10284
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000404,2024年4月,,10777
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000505,2024年5月,,10853
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000606,2024年6月,,11339
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000707,2024年7月,,11569
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000808,2024年8月,,11825
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024000909,2024年9月,,11305
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024001010,2024年10月,,10823
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024001111,2024年11月,,10949
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2024001212,2024年12月,,11950
0101300,百万円,01040110,販売額等,01030100,販売額等,07000,福島県,2025000101,2025年1月,,11192
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2022000000,2022年,,220577
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2023000000,2023年,,235096
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000000,2024年,,243747
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2021100000,2021年度,,212144
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2022100000,2022年度,,223403
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2023100000,2023年度,,237967
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2023001012,2023年10～12月,,59592
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000103,2024年1～3月,,58702
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000406,2024年4～6月,,59860
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000709,2024年7～9月,,63093
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024001012,2024年10～12月,,62092
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2023001111,2023年11月,,19210
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2023001212,2023年12月,,20655
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000101,2024年1月,,19897
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000202,2024年2月,,19232
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000303,2024年3月,,19573
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000404,2024年4月,,19518
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000505,2024年5月,,19757
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000606,2024年6月,,20585
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000707,2024年7月,,21425
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000808,2024年8月,,21589
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024000909,2024年9月,,20079
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024001010,2024年10月,,19990
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024001111,2024年11月,,19890
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2024001212,2024年12月,,22212
0101300,百万円,01040110,販売額等,01030100,販売額等,08000,茨城県,2025000101,2025年1月,,20583
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2022000000,2022年,,157392
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2023000000,2023年,,169563
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000000,2024年,,177163
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2021100000,2021年度,,151337
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2022100000,2022年度,,160153
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2023100000,2023年度,,171531
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2023001012,2023年10～12月,,43115
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000103,2024年1～3月,,42562
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000406,2024年4～6月,,43822
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000709,2024年7～9月,,45932
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024001012,2024年10～12月,,44847
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2023001111,2023年11月,,14029
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2023001212,2023年12月,,14889
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000101,2024年1月,,14499
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000202,2024年2月,,14024
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000303,2024年3月,,14039
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000404,2024年4月,,14410
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000505,2024年5月,,14408
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000606,2024年6月,,15004
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000707,2024年7月,,15365
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000808,2024年8月,,15736
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024000909,2024年9月,,14831
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024001010,2024年10月,,14422
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024001111,2024年11月,,14601
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2024001212,2024年12月,,15824
0101300,百万円,01040110,販売額等,01030100,販売額等,09000,栃木県,2025000101,2025年1月,,15241
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2022000000,2022年,,141881
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2023000000,2023年,,152642
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000000,2024年,,161258
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2021100000,2021年度,,136728
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2022100000,2022年度,,143549
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2023100000,2023年度,,155345
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2023001012,2023年10～12月,,39527
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000103,2024年1～3月,,38644
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000406,2024年4～6月,,39882
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000709,2024年7～9月,,41522
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024001012,2024年10～12月,,41210
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2023001111,2023年11月,,12736
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2023001212,2023年12月,,13898
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000101,2024年1月,,13009
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000202,2024年2月,,12640
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000303,2024年3月,,12995
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000404,2024年4月,,12985
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000505,2024年5月,,13335
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000606,2024年6月,,13562
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000707,2024年7月,,14068
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000808,2024年8月,,14060
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024000909,2024年9月,,13394
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024001010,2024年10月,,13323
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024001111,2024年11月,,13244
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2024001212,2024年12月,,14643
0101300,百万円,01040110,販売額等,01030100,販売額等,10000,群馬県,2025000101,2025年1月,,13601
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2022000000,2022年,,465840
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2023000000,2023年,,496775
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000000,2024年,,521092
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2021100000,2021年度,,452863
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2022100000,2022年度,,470900
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2023100000,2023年度,,504689
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2023001012,2023年10～12月,,129924
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000103,2024年1～3月,,125063
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000406,2024年4～6月,,127294
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000709,2024年7～9月,,132318
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024001012,2024年10～12月,,136417
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2023001111,2023年11月,,41304
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2023001212,2023年12月,,46337
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000101,2024年1月,,41358
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000202,2024年2月,,40390
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000303,2024年3月,,43315
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000404,2024年4月,,41224
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000505,2024年5月,,42548
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000606,2024年6月,,43522
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000707,2024年7月,,45164
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000808,2024年8月,,44886
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024000909,2024年9月,,42268
0101300,百万円,01040110,販売額等,01030100,販売額等,11000,埼玉県,2024001010,2024年10月,,43630
