表章項目_code,表章項目,調査項目_code,調査項目,全体_code,全体,国籍_code,国籍,時間軸（四半期）_code,時間軸（四半期）,unit,value
140,消費単価,100,全体,00100,全体,00250,スペイン,2016000709,2016年7～9月期,円／人,183946
140,消費単価,100,全体,00100,全体,00250,スペイン,2016000406,2016年4～6月期,円／人,179844
140,消費単価,100,全体,00100,全体,00250,スペイン,2016000103,2016年1～3月期,円／人,203159
140,消費単価,100,全体,00100,全体,00250,スペイン,2015001012,2015年10～12月期,円／人,201461
140,消費単価,100,全体,00100,全体,00260,ロシア,2017000709,2017年7～9月期,円／人,178421
140,消費単価,100,全体,00100,全体,00260,ロシア,2017000406,2017年4～6月期,円／人,152976
140,消費単価,100,全体,00100,全体,00260,ロシア,2017000103,2017年1～3月期,円／人,182709
140,消費単価,100,全体,00100,全体,00260,ロシア,2016001012,2016年10～12月期,円／人,142774
140,消費単価,100,全体,00100,全体,00260,ロシア,2016000709,2016年7～9月期,円／人,205644
140,消費単価,100,全体,00100,全体,00260,ロシア,2016000406,2016年4～6月期,円／人,202500
140,消費単価,100,全体,00100,全体,00260,ロシア,2016000103,2016年1～3月期,円／人,144013
140,消費単価,100,全体,00100,全体,00260,ロシア,2015001012,2015年10～12月期,円／人,172316
140,消費単価,100,全体,00100,全体,00270,米国,2017000709,2017年7～9月期,円／人,175605
140,消費単価,100,全体,00100,全体,00270,米国,2017000406,2017年4～6月期,円／人,167800
140,消費単価,100,全体,00100,全体,00270,米国,2017000103,2017年1～3月期,円／人,148684
140,消費単価,100,全体,00100,全体,00270,米国,2016001012,2016年10～12月期,円／人,147533
140,消費単価,100,全体,00100,全体,00270,米国,2016000709,2016年7～9月期,円／人,159662
140,消費単価,100,全体,00100,全体,00270,米国,2016000406,2016年4～6月期,円／人,159051
140,消費単価,100,全体,00100,全体,00270,米国,2016000103,2016年1～3月期,円／人,142461
140,消費単価,100,全体,00100,全体,00270,米国,2015001012,2015年10～12月期,円／人,152772
140,消費単価,100,全体,00100,全体,00280,カナダ,2017000709,2017年7～9月期,円／人,149234
140,消費単価,100,全体,00100,全体,00280,カナダ,2017000406,2017年4～6月期,円／人,162270
140,消費単価,100,全体,00100,全体,00280,カナダ,2017000103,2017年1～3月期,円／人,134062
140,消費単価,100,全体,00100,全体,00280,カナダ,2016001012,2016年10～12月期,円／人,131328
140,消費単価,100,全体,00100,全体,00280,カナダ,2016000709,2016年7～9月期,円／人,153436
140,消費単価,100,全体,00100,全体,00280,カナダ,2016000406,2016年4～6月期,円／人,140848
140,消費単価,100,全体,00100,全体,00280,カナダ,2016000103,2016年1～3月期,円／人,126521
140,消費単価,100,全体,00100,全体,00280,カナダ,2015001012,2015年10～12月期,円／人,182622
140,消費単価,100,全体,00100,全体,00290,オーストラリア,2017000709,2017年7～9月期,円／人,172956
140,消費単価,100,全体,00100,全体,00290,オーストラリア,2017000406,2017年4～6月期,円／人,182894
140,消費単価,100,全体,00100,全体,00290,オーストラリア,2017000103,2017年1～3月期,円／人,224412
140,消費単価,100,全体,00100,全体,00290,オーストラリア,2016001012,2016年10～12月期,円／人,208807
140,消費単価,100,全体,00100,全体,00290,オーストラリア,2016000709,2016年7～9月期,円／人,184646
140,消費単価,100,全体,00100,全体,00290,オーストラリア,2016000406,2016年4～6月期,円／人,196424
140,消費単価,100,全体,00100,全体,00290,オーストラリア,2016000103,2016年1～3月期,円／人,256531
140,消費単価,100,全体,00100,全体,00290,オーストラリア,2015001012,2015年10～12月期,円／人,183410
140,消費単価,100,全体,00100,全体,00300,その他,2017000709,2017年7～9月期,円／人,233353
140,消費単価,100,全体,00100,全体,00300,その他,2017000406,2017年4～6月期,円／人,193589
140,消費単価,100,全体,00100,全体,00300,その他,2017000103,2017年1～3月期,円／人,166241
140,消費単価,100,全体,00100,全体,00300,その他,2016001012,2016年10～12月期,円／人,181459
140,消費単価,100,全体,00100,全体,00300,その他,2016000709,2016年7～9月期,円／人,151624
140,消費単価,100,全体,00100,全体,00300,その他,2016000406,2016年4～6月期,円／人,178583
140,消費単価,100,全体,00100,全体,00300,その他,2016000103,2016年1～3月期,円／人,121470
140,消費単価,100,全体,00100,全体,00300,その他,2015001012,2015年10～12月期,円／人,169386
